# 字 3000-3499
 3000 | attorney                       | 律師                             | ⚖️       | chunks=['at', 'tor', 'ney'] | py=ㄚ-ㄊㄜ-ㄋㄧ | theme=jobs-advanced | stage=3
 3163 | sarcastic                      | 愛諷刺的                           | 😏        | chunks=['sar', 'cas', 'tic'] | py=ㄙㄚㄦ-ㄎㄚㄙ-ㄊㄧㄎ | theme=personality | stage=3
 3164 | humorous                       | 幽默的                            | 😂        | chunks=['hu', 'mor', 'ous'] | py=ㄏㄧㄨ-ㄇㄜ-ㄚㄙ | theme=personality | stage=1 base=humor
 3165 | talkative                      | 愛說話                            | 💬        | chunks=['talk', 'a', 'tive'] | py=ㄊㄛㄎ-ㄜ-ㄊㄧㄈ | theme=personality | stage=1 base=talk
 3166 | chatty                         | 愛聊天                            | 💬        | chunks=['chat', 'ty'] | py=ㄑㄚ-ㄊㄧ | theme=personality | stage=2
 3167 | eloquent                       | 口才好                            | 🗣️       | chunks=['el', 'o', 'quent'] | py=ㄝ-ㄌㄜ-ㄎㄨㄣㄊ | theme=personality | stage=3
 3168 | articulate                     | 表達清楚                           | 🗣️       | chunks=['ar', 'tic', 'u', 'late'] | py=ㄚㄦ-ㄊㄧㄎ-ㄐㄜ-ㄌㄝㄊ | theme=personality | stage=2
 3169 | moody                          | 情緒化                            | 🎭        | chunks=['moo', 'dy'] | py=ㄇㄨ-ㄉㄧ | theme=personality | stage=2
 3170 | temperamental                  | 喜怒無常                           | 🌪️       | chunks=['tem', 'per', 'a', 'men', 'tal'] | py=ㄊㄣ-ㄆㄜ-ㄜ-ㄇㄣ-ㄉㄜ | theme=personality | stage=4 base=temperament
 3171 | adventurous                    | 愛冒險                            | 🏔️       | chunks=['ad', 'ven', 'tur', 'ous'] | py=ㄚㄉ-ㄈㄣ-ㄑㄜ-ㄚㄙ | theme=personality | stage=2 base=adventure
 3172 | daring                         | 大膽的                            | 🦁        | chunks=['dar', 'ing'] | py=ㄉㄝㄜ-ㄧㄥ | theme=personality | stage=2 base=dare
 3173 | bold                           | 勇敢                             | 💪        | chunks=['b', 'old'] | py=ㄅㄛㄦㄉ | theme=personality | stage=1 [有易混提示]
 3174 | timid                          | 膽小                             | 🐭        | chunks=['tim', 'id'] | py=ㄊㄧ-ㄇㄝㄉ | theme=personality | stage=2
 3175 | cowardly                       | 懦弱                             | 🐔        | chunks=['cow', 'ard', 'ly'] | py=ㄎㄠ-ㄜㄉ-ㄌㄧ | theme=personality | stage=2 base=coward
 3176 | warmhearted                    | 熱心                             | 💗        | chunks=['warm', 'heart', 'ed'] | py=ㄨㄛㄦㄇ-ㄏㄚㄦㄊ-ㄝㄉ | theme=personality | stage=3
 3177 | friendship                     | 友誼                             | 🤝        | chunks=['friend', 'ship'] | py=ㄈㄌㄝㄣ-ㄒㄧㄆ | theme=relationships | stage=1
 3178 | romance                        | 愛情                             | 💕        | chunks=['ro', 'mance'] | py=ㄌㄛ-ㄇㄢㄙ | theme=relationships | stage=1
 3179 | dating                         | 約會                             | 💑        | chunks=['dat', 'ing'] | py=ㄉㄝ-ㄊㄧㄥ | theme=relationships | stage=1 base=date
 3180 | breakup                        | 分手                             | 💔        | chunks=['break', 'up'] | py=ㄅㄌㄝㄎ-ㄚㄆ | theme=relationships | stage=1
 3181 | engagement                     | 訂婚                             | 💍        | chunks=['en', 'gage', 'ment'] | py=ㄣ-ㄍㄝㄐ-ㄇㄣㄊ | theme=relationships | stage=2 base=engage
 3182 | proposal                       | 求婚                             | 💍        | chunks=['pro', 'pos', 'al'] | py=ㄆㄜ-ㄆㄛㄗ-ㄦ | theme=relationships | stage=2 base=propose
 3183 | propose                        | 求婚                             | 💍        | chunks=['pro', 'pose'] | py=ㄆㄜ-ㄆㄛㄗ | theme=relationships | stage=2
 3184 | infatuation                    | 迷戀                             | 💘        | chunks=['in', 'fat', 'u', 'a', 'tion'] | py=ㄧㄣ-ㄈㄚ-ㄐㄜ-ㄝ-ㄒㄣ | theme=relationships | stage=4
 3185 | flirt                          | 調情                             | 😘        | chunks=['fl', 'irt'] | py=ㄈㄌㄜㄊ | theme=relationships | stage=2
 3186 | flirting                       | 調情                             | 😘        | chunks=['flirt', 'ing'] | py=ㄈㄌㄜㄊ-ㄧㄥ | theme=relationships | stage=2 base=flirt
 3187 | courtship                      | 求愛                             | 💕        | chunks=['court', 'ship'] | py=ㄎㄛㄦㄊ-ㄒㄧㄆ | theme=relationships | stage=3
 3188 | soulmate                       | 靈魂伴侶                           | 💞        | chunks=['soul', 'mate'] | py=ㄙㄛㄦ-ㄇㄝㄊ | theme=relationships | stage=2 [有易混提示]
 3189 | taken                          | 有對象                            | 💑        | chunks=['ta', 'ken'] | py=ㄊㄝ-ㄎㄣ | theme=relationships | stage=2 base=take
 3190 | available                      | 單身                             | 🙋        | chunks=['a', 'vail', 'a', 'ble'] | py=ㄚ-ㄈㄝㄦ-ㄜ-ㄅㄜ | theme=relationships | stage=2
 3191 | committed                      | 專一                             | 💍        | chunks=['com', 'mit', 'ted'] | py=ㄎㄜ-ㄇㄧ-ㄉㄝㄉ | theme=relationships | stage=2 base=commit
 3192 | cheating                       | 劈腿                             | 💔        | chunks=['cheat', 'ing'] | py=ㄑㄧㄊ-ㄧㄥ | theme=relationships | stage=2 base=cheat
 3193 | affair                         | 外遇                             | 💔        | chunks=['af', 'fair'] | py=ㄚ-ㄈㄝㄜ | theme=relationships | stage=2
 3194 | infidelity                     | 不忠                             | 💔        | chunks=['in', 'fi', 'del', 'i', 'ty'] | py=ㄧㄣ-ㄈㄜ-ㄉㄝ-ㄌㄜ-ㄊㄧ | theme=relationships | stage=4
 3195 | communication                  | 溝通                             | 💬        | chunks=['com', 'mu', 'ni', 'ca', 'tion'] | py=ㄎㄜ-ㄇㄧㄨ-ㄋㄜ-ㄎㄝ-ㄒㄣ | theme=relationships | stage=1 base=communicate
 3196 | intimacy                       | 親密                             | 💞        | chunks=['in', 'ti', 'ma', 'cy'] | py=ㄧㄣ-ㄊㄜ-ㄇㄜ-ㄒㄧ | theme=relationships | stage=3
 3197 | vulnerability                  | 脆弱                             | 💔        | chunks=['vul', 'ner', 'a', 'bil', 'i', 'ty'] | py=ㄈㄚㄦ-ㄋㄜ-ㄜ-ㄅㄧ-ㄌㄜ-ㄊㄧ | theme=relationships | stage=2
 3198 | compatibility                  | 契合                             | 💕        | chunks=['com', 'pat', 'i', 'bil', 'i', 'ty'] | py=ㄎㄜㄇ-ㄆㄚ-ㄊㄜ-ㄅㄧ-ㄌㄜ-ㄊㄧ | theme=relationships | stage=2
 3199 | argument                       | 爭吵                             | 😡        | chunks=['ar', 'gu', 'ment'] | py=ㄚㄦ-ㄐㄧㄨ-ㄇㄣㄊ | theme=relationships | stage=1 base=argue
 3200 | quarrel                        | 爭吵                             | 😡        | chunks=['quar', 'rel'] | py=ㄎㄨㄛ-ㄌㄜ | theme=relationships | stage=2
 3201 | conflict                       | 衝突                             | ⚔️       | chunks=['con', 'flict'] | py=ㄎㄚㄣ-ㄈㄌㄧㄎㄊ | theme=relationships | stage=1
 3202 | disagreement                   | 意見不合                           | ❌        | chunks=['dis', 'a', 'gree', 'ment'] | py=ㄉㄧㄙ-ㄜ-ㄍㄌㄧ-ㄇㄣㄊ | theme=relationships | stage=2
 3203 | dispute                        | 爭執                             | ⚖️       | chunks=['dis', 'pute'] | py=ㄉㄧㄙ-ㄆㄧㄨㄊ | theme=relationships | stage=2
 3204 | reconcile                      | 和解                             | 🤝        | chunks=['rec', 'on', 'cile'] | py=ㄌㄝ-ㄎㄣ-ㄙㄞㄦ | theme=relationships | stage=2
 3205 | apologize                      | 道歉                             | 🙏        | chunks=['a', 'pol', 'o', 'gize'] | py=ㄚ-ㄆㄚ-ㄌㄜ-ㄐㄞㄗ | theme=relationships | stage=1
 3206 | apology                        | 道歉                             | 🙏        | chunks=['a', 'pol', 'o', 'gy'] | py=ㄚ-ㄆㄚ-ㄌㄜ-ㄐㄧ | theme=relationships | stage=2
 3207 | forgive                        | 原諒                             | 🙏        | chunks=['for', 'give'] | py=ㄈㄜ-ㄍㄧㄈ | theme=relationships | stage=1
 3208 | forgiveness                    | 原諒                             | 🤗        | chunks=['for', 'give', 'ness'] | py=ㄈㄜ-ㄍㄧㄈ-ㄋㄝㄙ | theme=relationships | stage=2 base=forgive
 3209 | support                        | 支持                             | 🤝        | chunks=['sup', 'port'] | py=ㄙㄜ-ㄆㄛㄦㄊ | theme=relationships | stage=1
 3210 | comfort                        | 安慰                             | 🤗        | chunks=['com', 'fort'] | py=ㄎㄚㄇ-ㄈㄜㄊ | theme=relationships | stage=1
 3211 | companionship                  | 陪伴                             | 👫        | chunks=['com', 'pan', 'ion', 'ship'] | py=ㄎㄚㄇ-ㄆㄢ-ㄧㄢ-ㄒㄧㄆ | theme=relationships | stage=3
 3212 | connection                     | 連結                             | 🔗        | chunks=['con', 'nec', 'tion'] | py=ㄎㄜ-ㄋㄝㄎ-ㄒㄣ | theme=relationships | stage=1
 3213 | colleague                      | 同事                             | 🧑‍💼      | chunks=['col', 'league'] | py=ㄎㄚ-ㄌㄧㄍ | theme=relationships | stage=1
 3214 | peer                           | 同儕                             | 👥        | chunks=['p', 'eer'] | py=ㄆㄧㄦ | theme=relationships | stage=2 [有易混提示]
 3215 | contact                        | 聯絡                             | 📞        | chunks=['con', 'tact'] | py=ㄎㄚㄣ-ㄊㄚㄎㄊ | theme=relationships | stage=1
 3216 | gossip                         | 八卦                             | 💬        | chunks=['gos', 'sip'] | py=ㄍㄚ-ㄒㄧㄆ | theme=relationships | stage=2
 3217 | rumor                          | 謠言                             | 💬        | chunks=['ru', 'mor'] | py=ㄌㄨ-ㄇㄜ | theme=relationships | stage=2
 3218 | drama                          | 八點檔糾紛、戲劇化衝突                    | 🎭        | chunks=['dra', 'ma'] | py=ㄉㄌㄚ-ㄇㄚ | theme=relationships | stage=1
 3219 | mentor                         | 導師                             | 🧑‍🏫      | chunks=['men', 'tor'] | py=ㄇㄣ-ㄊㄜ | theme=relationships | stage=2
 3220 | mentee                         | 學員                             | 🧑‍🎓      | chunks=['men', 'tee'] | py=ㄇㄣ-ㄊㄧ | theme=relationships | stage=3
 3221 | idol                           | 偶像                             | ⭐        | chunks=['i', 'dol'] | py=ㄞ-ㄉㄜ | theme=relationships | stage=1 [有易混提示]
 3222 | dislike                        | 討厭                             | 👎        | chunks=['dis', 'like'] | py=ㄉㄧㄙ-ㄌㄞㄎ | theme=relationships | stage=1
 3223 | adore                          | 愛慕                             | 😍        | chunks=['a', 'dore'] | py=ㄚ-ㄉㄛㄦ | theme=relationships | stage=2
 3224 | cherish                        | 珍惜                             | 💖        | chunks=['cher', 'ish'] | py=ㄑㄝ-ㄌㄧㄒ | theme=relationships | stage=2
 3225 | treasure                       | 珍視                             | 💎        | chunks=['treas', 'ure'] | py=ㄊㄌㄝ-ㄒㄜ | theme=relationships | stage=2
 3226 | despise                        | 鄙視                             | 😒        | chunks=['de', 'spise'] | py=ㄉㄧ-ㄙㄆㄞㄗ | theme=relationships | stage=2
 3227 | loathe                         | 厭惡                             | 🤢        | chunks=['l', 'oathe'] | py=ㄌㄛㄗ | theme=relationships | stage=4
 3228 | detest                         | 憎恨                             | 😡        | chunks=['de', 'test'] | py=ㄉㄧ-ㄊㄝㄙㄊ | theme=relationships | stage=3
 3229 | fight                          | 打架                             | 🥊        | chunks=['f', 'ight'] | py=ㄈㄞㄊ | theme=relationships | stage=0
 3230 | attachment                     | 依戀                             | 🔗        | chunks=['at', 'tach', 'ment'] | py=ㄚ-ㄊㄚㄑ-ㄇㄣㄊ | theme=relationships | stage=2 base=attach
 3231 | chemistry                      | 化學反應                           | 💞        | chunks=['chem', 'is', 'try'] | py=ㄎㄝ-ㄇㄜ-ㄙㄉㄌㄧ | theme=relationships | stage=2
 3232 | hookup                         | 一夜情、隨意性愛                       | 🌙        | chunks=['hook', 'up'] | py=ㄏㄨㄎ-ㄚㄆ | theme=relationships | stage=3
 3233 | fling                          | 短暫戀情                           | 💔        | chunks=['fl', 'ing'] | py=ㄈㄌㄧㄥ | theme=relationships | stage=3
 3234 | ally                           | 盟友                             | 🤝        | chunks=['al', 'ly'] | py=ㄚ-ㄌㄞ | theme=relationships | stage=2 [有易混提示]
 3235 | opponent                       | 對手                             | ⚔️       | chunks=['op', 'po', 'nent'] | py=ㄜ-ㄆㄛ-ㄋㄣㄊ | theme=relationships | stage=2 base=oppose
 3236 | foe                            | 敵人                             | ⚔️       | chunks=['f', 'oe'] | py=ㄈㄛ | theme=relationships | stage=3 [有易混提示]
 3237 | alliance                       | 聯盟                             | 🤝        | chunks=['al', 'li', 'ance'] | py=ㄚ-ㄌㄞ-ㄢㄙ | theme=relationships | stage=2
 3238 | kinship                        | 親屬關係                           | 👨‍👩‍👧    | chunks=['kin', 'ship'] | py=ㄎㄧㄣ-ㄒㄧㄆ | theme=relationships | stage=4
 3239 | brotherhood                    | 兄弟情                            | 👬        | chunks=['broth', 'er', 'hood'] | py=ㄅㄌㄚ-ㄉㄜ-ㄏㄨㄉ | theme=relationships | stage=3
 3240 | sisterhood                     | 姐妹情                            | 👭        | chunks=['sis', 'ter', 'hood'] | py=ㄒㄧㄙ-ㄊㄜ-ㄏㄨㄉ | theme=relationships | stage=3
 3241 | fellowship                     | 友誼                             | 🤝        | chunks=['fel', 'low', 'ship'] | py=ㄈㄝ-ㄌㄛ-ㄒㄧㄆ | theme=relationships | stage=2
 3242 | partnership                    | 合夥                             | 🤝        | chunks=['part', 'ner', 'ship'] | py=ㄆㄚㄦㄊ-ㄋㄜ-ㄒㄧㄆ | theme=relationships | stage=2
 3243 | bromance                       | 兄弟情                            | 👬        | chunks=['bro', 'mance'] | py=ㄅㄌㄛ-ㄇㄢㄙ | theme=relationships | stage=3
 3244 | frenemy                        | 亦敵亦友                           | 😏        | chunks=['fren', 'e', 'my'] | py=ㄈㄌㄝㄣ-ㄋㄜ-ㄇㄧ | theme=relationships | stage=4
 3245 | bestie                         | 閨蜜                             | 💕        | chunks=['bes', 'tie'] | py=ㄅㄝㄙ-ㄊㄧ | theme=relationships | stage=2
 3246 | ghosting                       | 已讀不回                           | 🙊        | chunks=['ghost', 'ing'] | py=ㄍㄛㄙㄊ-ㄧㄥ | theme=relationships | stage=2 base=ghost
 3247 | ghost                          | 突然斷聯、鬼隱                        | 👻        | chunks=['gh', 'ost'] | py=ㄍㄛㄙㄊ | theme=relationships | stage=1
 3248 | reunion                        | 團聚                             | 🤗        | chunks=['re', 'un', 'ion'] | py=ㄌㄧ-ㄧㄨㄣ-ㄧㄢ | theme=relationships | stage=2 base=reunite
 3249 | reunite                        | 重聚                             | 🤗        | chunks=['re', 'u', 'nite'] | py=ㄌㄧ-ㄧㄨ-ㄋㄞㄊ | theme=relationships | stage=3
 3250 | separate                       | 分開                             | ↔️       | chunks=['sep', 'a', 'rate'] | py=ㄙㄝ-ㄆㄜ-ㄌㄝㄊ | theme=relationships | stage=1 [有易混提示]
 3251 | embrace                        | 擁抱                             | 🤗        | chunks=['em', 'brace'] | py=ㄝㄇ-ㄅㄌㄝㄙ | theme=relationships | stage=2
 3252 | hug                            | 抱                              | 🤗        | chunks=['h', 'ug'] | py=ㄏㄚㄍ | theme=relationships | stage=0
 3253 | kiss                           | 親吻                             | 💋        | chunks=['k', 'iss'] | py=ㄎㄧㄙ | theme=relationships | stage=0
 3254 | cuddle                         | 依偎                             | 🤗        | chunks=['cud', 'dle'] | py=ㄎㄚ-ㄉㄜ | theme=relationships | stage=2
 3255 | betrayal                       | 背叛                             | 💔        | chunks=['be', 'tray', 'al'] | py=ㄅㄧ-ㄊㄌㄝ-ㄦ | theme=relationships | stage=2 base=betray
 3256 | devotion                       | 奉獻                             | 💞        | chunks=['de', 'vo', 'tion'] | py=ㄉㄧ-ㄈㄛ-ㄒㄣ | theme=relationships | stage=3 base=devote
 3257 | affection                      | 喜愛                             | 💗        | chunks=['af', 'fec', 'tion'] | py=ㄚ-ㄈㄝㄎ-ㄒㄣ | theme=relationships | stage=1
 3258 | plush                          | 絨毛玩具                           | 🧸        | chunks=['pl', 'ush'] | py=ㄆㄌㄚㄒ | theme=toys | stage=1
 3259 | figurine                       | 小雕像                            | 🗿        | chunks=['fig', 'u', 'rine'] | py=ㄈㄧ-ㄐㄜ-ㄌㄧㄣ | theme=toys | stage=3
 3260 | dollhouse                      | 娃娃屋                            | 🏠        | chunks=['doll', 'house'] | py=ㄉㄚㄦ-ㄏㄠㄙ | theme=toys | stage=1
 3261 | marble                         | 彈珠、大理石                         | ⚪        | chunks=['mar', 'ble'] | py=ㄇㄚㄦ-ㄅㄜ | theme=toys | stage=1
 3262 | spinningtop                    | 陀螺                             | 🌀        | chunks=['spin', 'ning', 'top'] | py=ㄙㄆㄧㄣ-ㄋㄧㄥ-ㄊㄚㄆ | theme=toys | stage=2
 3263 | slinky                         | 彈簧玩具                           | 🌀        | chunks=['slin', 'ky'] | py=ㄙㄌㄧㄣ-ㄎㄧ | theme=toys | stage=3
 3264 | frisbee                        | 飛盤                             | 🥏        | chunks=['fris', 'bee'] | py=ㄈㄌㄧㄗ-ㄅㄧ | theme=toys | stage=1
 3265 | trampoline                     | 彈跳床                            | 🤸        | chunks=['tram', 'po', 'line'] | py=ㄊㄌㄚㄇ-ㄆㄜ-ㄌㄧㄣ | theme=toys | stage=2
 3266 | swing                          | 鞦韆                             | 🎢        | chunks=['sw', 'ing'] | py=ㄙㄨㄧㄥ | theme=toys | stage=0
 3267 | slide                          | 溜滑梯                            | 🛝        | chunks=['sl', 'ide'] | py=ㄙㄌㄞㄉ | theme=toys | stage=0
 3268 | seesaw                         | 翹翹板                            | ⚖️       | chunks=['see', 'saw'] | py=ㄒㄧ-ㄙㄛ | theme=toys | stage=1
 3269 | sandbox                        | 沙坑                             | 🏖️       | chunks=['sand', 'box'] | py=ㄙㄚㄣㄉ-ㄅㄚㄎㄙ | theme=toys | stage=1
 3270 | sandcastle                     | 沙堡                             | 🏰        | chunks=['sand', 'cas', 'tle'] | py=ㄙㄚㄣㄉ-ㄎㄚㄙ-ㄜ | theme=toys | stage=2
 3271 | pinwheel                       | 風車                             | 🎡        | chunks=['pin', 'wheel'] | py=ㄆㄧㄣ-ㄨㄧㄦ | theme=toys | stage=2
 3272 | squirtgun                      | 水槍                             | 🔫        | chunks=['squirt', 'gun'] | py=ㄙㄎㄨㄜㄊ-ㄍㄚㄣ | theme=toys | stage=2
 3273 | lego                           | 樂高                             | 🧱        | chunks=['le', 'go'] | py=ㄌㄝ-ㄍㄛ | theme=toys | stage=1
 3274 | mecha                          | 機甲                             | 🤖        | chunks=['me', 'cha'] | py=ㄇㄝ-ㄎㄚ | theme=toys | stage=4
 3275 | miniature                      | 迷你模型                           | 🚂        | chunks=['min', 'ia', 'ture'] | py=ㄇㄧ-ㄋㄧ-ㄑㄜ | theme=toys | stage=3
 3276 | playdough                      | 黏土玩具                           | 🧱        | chunks=['play', 'dough'] | py=ㄆㄌㄟ-ㄉㄛ | theme=toys | stage=1
 3277 | boardgame                      | 桌遊                             | 🎲        | chunks=['board', 'game'] | py=ㄅㄛㄦㄉ-ㄍㄝㄇ | theme=toys | stage=1
 3278 | cardgame                       | 紙牌遊戲                           | 🃏        | chunks=['card', 'game'] | py=ㄎㄚㄦㄉ-ㄍㄝㄇ | theme=toys | stage=1
 3279 | dice                           | 骰子                             | 🎲        | chunks=['d', 'ice'] | py=ㄉㄞㄙ | theme=toys | stage=1
 3280 | checkers                       | 西洋跳棋                           | ♟️       | chunks=['check', 'ers'] | py=ㄑㄝㄎ-ㄜㄗ | theme=toys | stage=2
 3281 | monopoly                       | 大富翁                            | 💰        | chunks=['mo', 'nop', 'o', 'ly'] | py=ㄇㄜ-ㄋㄚ-ㄆㄜ-ㄌㄧ | theme=toys | stage=2
 3282 | jigsaw                         | 拼圖                             | 🧩        | chunks=['jig', 'saw'] | py=ㄐㄧㄍ-ㄙㄛ | theme=toys | stage=2
 3283 | riddle                         | 謎語                             | 🤔        | chunks=['rid', 'dle'] | py=ㄌㄧ-ㄉㄜ | theme=toys | stage=2
 3284 | maze                           | 迷宮                             | 🌀        | chunks=['m', 'aze'] | py=ㄇㄝㄗ | theme=toys | stage=1 [有易混提示]
 3285 | labyrinth                      | 迷宮                             | 🌀        | chunks=['lab', 'y', 'rinth'] | py=ㄌㄚ-ㄜ-ㄌㄧㄣㄙ | theme=toys | stage=2
 3286 | plushie                        | 絨毛娃娃                           | 🧸        | chunks=['plush', 'ie'] | py=ㄆㄌㄚ-ㄒㄧ | theme=toys | stage=2
 3287 | mascot                         | 吉祥物                            | 🐻        | chunks=['mas', 'cot'] | py=ㄇㄚㄙ-ㄎㄚㄊ | theme=toys | stage=2
 3288 | bobblehead                     | 搖頭娃娃                           | 🪆        | chunks=['bob', 'ble', 'head'] | py=ㄅㄚ-ㄅㄜ-ㄏㄝㄉ | theme=toys | stage=3
 3289 | snowglobe                      | 水晶球                            | ❄️       | chunks=['snow', 'globe'] | py=ㄙㄋㄛ-ㄍㄌㄛㄅ | theme=toys | stage=2
 3290 | musicbox                       | 音樂盒                            | 🎵        | chunks=['mu', 'sic', 'box'] | py=ㄇㄧㄨ-ㄗㄧㄎ-ㄅㄚㄎㄙ | theme=toys | stage=1
 3291 | rubberduck                     | 橡皮鴨                            | 🦆        | chunks=['rub', 'ber', 'duck'] | py=ㄌㄚ-ㄅㄜ-ㄉㄚㄎ | theme=toys | stage=1
 3292 | rockinghorse                   | 搖搖馬                            | 🐎        | chunks=['rock', 'ing', 'horse'] | py=ㄌㄚㄎ-ㄧㄥ-ㄏㄛㄦㄙ | theme=toys | stage=2 [有易混提示]
 3293 | walker                         | 學步車                            | 🚶        | chunks=['wal', 'ker'] | py=ㄨㄛ-ㄎㄜ | theme=toys | stage=1 base=walk
 3294 | crib                           | 嬰兒床                            | 🛏️       | chunks=['cr', 'ib'] | py=ㄎㄌㄧㄅ | theme=toys | stage=1
 3295 | rattle                         | 搖鈴                             | 🪇        | chunks=['rat', 'tle'] | py=ㄌㄚ-ㄉㄜ | theme=toys | stage=1
 3296 | pacifier                       | 奶嘴                             | 👶        | chunks=['pa', 'ci', 'fi', 'er'] | py=ㄆㄚ-ㄒㄜ-ㄈㄞ-ㄜ | theme=toys | stage=2
 3297 | bib                            | 圍兜                             | 👶        | chunks=['b', 'ib'] | py=ㄅㄧㄅ | theme=toys | stage=1
 3298 | kaleidoscope                   | 萬花筒                            | 🌈        | chunks=['ka', 'lei', 'do', 'scope'] | py=ㄎㄜ-ㄌㄞ-ㄉㄜ-ㄙㄎㄛㄆ | theme=toys | stage=3
 3299 | prank                          | 惡作劇                            | 🎭        | chunks=['pr', 'ank'] | py=ㄆㄌㄚㄣㄎ | theme=toys | stage=2
 3300 | costume                        | 變裝                             | 👗        | chunks=['cos', 'tume'] | py=ㄎㄚㄙ-ㄊㄧㄨㄇ | theme=toys | stage=1
 3301 | cape                           | 披風                             | 🦸        | chunks=['c', 'ape'] | py=ㄎㄝㄆ | theme=toys | stage=2
 3302 | wand                           | 魔杖                             | 🪄        | chunks=['w', 'and'] | py=ㄨㄚㄣㄉ | theme=toys | stage=1
 3303 | sword                          | 劍                              | 🗡️       | chunks=['sw', 'ord'] | py=ㄙㄛㄦㄉ | theme=toys | stage=1
 3304 | dart                           | 飛鏢                             | 🎯        | chunks=['d', 'art'] | py=ㄉㄚㄦㄊ | theme=toys | stage=1
 3305 | yoyo                           | 溜溜球                            | 🪀        | chunks=['yo', 'yo'] | py=ㄧㄛ-ㄧㄛ | theme=toys | stage=1
 3306 | hopscotch                      | 跳房子                            | 🦘        | chunks=['hop', 'scotch'] | py=ㄏㄚㄆ-ㄙㄎㄚㄑ | theme=toys | stage=2
 3307 | jumprope                       | 跳繩                             | 🪢        | chunks=['jump', 'rope'] | py=ㄐㄚㄇㄆ-ㄌㄛㄆ | theme=toys | stage=1
 3308 | hideandseek                    | 捉迷藏                            | 🙈        | chunks=['hide', 'and', 'seek'] | py=ㄏㄞㄉ-ㄢㄉ-ㄒㄧㄎ | theme=toys | stage=2
 3309 | peekaboo                       | 躲貓貓                            | 🙈        | chunks=['peek', 'a', 'boo'] | py=ㄆㄧㄎ-ㄜ-ㄅㄨ | theme=toys | stage=2
 3310 | lookalike                      | 相像                             | 👯        | chunks=['look', 'a', 'like'] | py=ㄌㄨㄎ-ㄜ-ㄌㄞㄎ | theme=toys | stage=3
 3311 | bauble                         | 小飾品                            | 🎄        | chunks=['bau', 'ble'] | py=ㄅㄛ-ㄅㄜ | theme=toys | stage=3
 3312 | gizmo                          | 小玩意                            | 🔧        | chunks=['giz', 'mo'] | py=ㄐㄧㄗ-ㄇㄛ | theme=toys | stage=3
 3313 | knickknack                     | 小擺飾                            | 🪞        | chunks=['knick', 'knack'] | py=ㄋㄧㄎ-ㄋㄚㄎ | theme=toys | stage=3
 3314 | trinket                        | 小飾品                            | 💍        | chunks=['trin', 'ket'] | py=ㄊㄌㄧㄣ-ㄎㄝㄊ | theme=toys | stage=4
 3315 | novelty                        | 新奇、新奇感                         | 🎁        | chunks=['no', 'vel', 'ty'] | py=ㄋㄚ-ㄈㄜ-ㄊㄧ | theme=toys | stage=2
 3316 | plaything                      | 玩物                             | 🎲        | chunks=['play', 'thing'] | py=ㄆㄌㄟ-ㄒㄧㄥ | theme=toys | stage=2
 3317 | drawing                        | 圖畫                             | 🖼️       | chunks=['draw', 'ing'] | py=ㄉㄌㄛ-ㄧㄥ | theme=art | stage=1 base=draw
 3318 | sketch                         | 素描                             | ✏️       | chunks=['sk', 'etch'] | py=ㄙㄎㄝㄑ | theme=art | stage=1
 3319 | sculpture                      | 雕塑                             | 🗿        | chunks=['sculp', 'ture'] | py=ㄙㄎㄚㄦㄆ-ㄑㄜ | theme=art | stage=2
 3320 | statue                         | 雕像                             | 🗽        | chunks=['stat', 'ue'] | py=ㄙㄉㄚ-ㄑㄨ | theme=art | stage=1 [有易混提示]
 3321 | portrait                       | 肖像                             | 🖼️       | chunks=['por', 'trait'] | py=ㄆㄛㄦ-ㄊㄌㄝㄊ | theme=art | stage=2
 3322 | landscape                      | 風景畫                            | 🏞️       | chunks=['land', 'scape'] | py=ㄌㄢㄉ-ㄙㄎㄝㄆ | theme=art | stage=2
 3323 | mural                          | 壁畫                             | 🖼️       | chunks=['mu', 'ral'] | py=ㄇㄧㄨ-ㄦ | theme=art | stage=3
 3324 | fresco                         | 濕壁畫                            | 🖼️       | chunks=['fres', 'co'] | py=ㄈㄌㄝㄙ-ㄎㄛ | theme=art | stage=4
 3325 | photograph                     | 照片                             | 📷        | chunks=['pho', 'to', 'graph'] | py=ㄈㄛ-ㄊㄜ-ㄍㄌㄚㄈ | theme=art | stage=1
 3326 | photo                          | 照片                             | 📷        | chunks=['pho', 'to'] | py=ㄈㄛ-ㄊㄛ | theme=art | stage=0
 3327 | illustration                   | 插畫                             | 🖼️       | chunks=['il', 'lus', 'tra', 'tion'] | py=ㄧ-ㄌㄚㄙ-ㄊㄌㄝ-ㄒㄣ | theme=art | stage=2
 3328 | cartoon                        | 卡通                             | 📺        | chunks=['car', 'toon'] | py=ㄎㄚㄦ-ㄊㄨㄣ | theme=art | stage=0
 3329 | comic                          | 漫畫                             | 📚        | chunks=['com', 'ic'] | py=ㄎㄚ-ㄇㄧㄎ | theme=art | stage=1
 3330 | manga                          | 日本漫畫                           | 📚        | chunks=['man', 'ga'] | py=ㄇㄢ-ㄍㄚ | theme=art | stage=1
 3331 | anime                          | 動畫                             | 📺        | chunks=['an', 'i', 'me'] | py=ㄚ-ㄋㄜ-ㄇㄝ | theme=art | stage=1
