# 字 9000-10100
 9000 | vaccine                        | 疫苗                             | 🎨        | chunks=['vac', 'ci', 'ne'] | py=ㄈㄚ-ㄙㄜ-ㄋㄧ | theme=adjectives | stage=4
 9280 | cyclist                        | 騎腳踏車的人                         | 🚴        | chunks=['cyc', 'list'] | py=ㄎㄧㄎ-ㄌㄧㄙㄊ | theme=transportation | stage=2
 9281 | terrorist                      | 恐怖份子                           | 🏃        | chunks=['ter', 'ro', 'rist'] | py=ㄊㄜ-ㄌㄛ-ㄌㄧㄙㄊ | theme=actions | stage=3
 9282 | optimist                       | 樂觀者                            | 😊        | chunks=['op', 'ti', 'mist'] | py=ㄚㄆ-ㄊㄜ-ㄇㄧㄙㄊ | theme=jobs | stage=3
 9283 | pessimist                      | 悲觀者                            | 😔        | chunks=['pes', 'si', 'mist'] | py=ㄆㄝ-ㄗㄜ-ㄇㄧㄙㄊ | theme=jobs | stage=3
 9284 | idealist                       | 理想主義者                          | 👨‍⚕️     | chunks=['i', 'dea', 'list'] | py=ㄌㄜ-ㄉㄧ-ㄌㄧㄙㄊ | theme=jobs | stage=3
 9285 | formality                      | 正式                             | 🎓        | chunks=['for', 'ma', 'li', 'ty'] | py=ㄈㄛ-ㄇㄚ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 9286 | immunity                       | 免疫                             | 🎓        | chunks=['im', 'mu', 'ni', 'ty'] | py=ㄧㄇ-ㄇㄧㄨ-ㄋㄜ-ㄊㄧ | theme=academic-words | stage=3
 9287 | individuality                  | 個性                             | 🤔        | chunks=['in', 'di', 'vi', 'dua', 'li', 'ty'] | py=ㄧㄣ-ㄉㄧ-ㄈㄞ-ㄉㄚㄚ-ㄌㄧ-ㄊㄧ | theme=personality | stage=3
 9288 | inferiority                    | 自卑                             | 🎓        | chunks=['in', 'fe', 'rio', 'ri', 'ty'] | py=ㄧㄣ-ㄈㄧ-ㄖㄧㄛ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 9289 | insanity                       | 瘋狂                             | 🎓        | chunks=['in', 'sa', 'ni', 'ty'] | py=ㄧㄣ-ㄙㄚ-ㄋㄜ-ㄊㄧ | theme=academic-words | stage=3
 9290 | locality                       | 地方                             | 🎓        | chunks=['lo', 'ca', 'li', 'ty'] | py=ㄌㄛ-ㄎㄚ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 9291 | mortality                      | 死亡率                            | 🎓        | chunks=['mor', 'ta', 'li', 'ty'] | py=ㄇㄜ-ㄊㄝ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 9292 | nobility                       | 貴族                             | 🎓        | chunks=['no', 'bi', 'li', 'ty'] | py=ㄋㄛ-ㄅㄞ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 9293 | subtlety                       | 微妙                             | 🏃        | chunks=['sub', 'tle', 'ty'] | py=ㄙㄚㄅ-ㄉㄜ-ㄊㄧ | theme=actions | stage=3
 9294 | totality                       | 全部                             | 🎓        | chunks=['to', 'ta', 'li', 'ty'] | py=ㄊㄛ-ㄊㄝ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 9295 | visibility                     | 能見度                            | 🎓        | chunks=['vi', 'si', 'bi', 'li', 'ty'] | py=ㄈㄞ-ㄗㄜ-ㄅㄞ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 9296 | compliance                     | 遵從                             | 🎓        | chunks=['com', 'plian', 'ce'] | py=ㄎㄚㄇ-ㄆㄌㄧㄚㄋ-ㄙㄜ | theme=academic-words | stage=3
 9297 | observance                     | 遵守                             | 🎓        | chunks=['ob', 'ser', 'van', 'ce'] | py=ㄚㄅ-ㄗㄜ-ㄈㄚㄣ-ㄙㄜ | theme=academic-words | stage=3
 9298 | relevance                      | 相關                             | 🎓        | chunks=['re', 'le', 'van', 'ce'] | py=ㄌㄧ-ㄌㄧ-ㄈㄚㄣ-ㄙㄜ | theme=academic-words | stage=3
 9299 | surveillance                   | 監視                             | 🎓        | chunks=['sur', 'veil', 'lan', 'ce'] | py=ㄙㄜ-ㄨㄝㄌ-ㄌㄢ-ㄙㄜ | theme=academic-words | stage=3
 9300 | vigilance                      | 警惕                             | 🎓        | chunks=['vi', 'gi', 'lan', 'ce'] | py=ㄈㄞ-ㄐㄜ-ㄌㄢ-ㄙㄜ | theme=academic-words | stage=3
 9301 | seen                           | 看見                             | 🏃        | chunks=['se', 'en'] | py=ㄙㄜ-ㄣ | theme=actions | stage=2 base=see [有易混提示]
 9302 | given                          | 給過(give 的過去分詞)                 | 🏃        | chunks=['gi', 'ven'] | py=ㄐㄜ-ㄈㄣ | theme=actions | stage=2 base=give
 9303 | known                          | 知道過(know 的過去分詞)                | 🏃        | chunks=['kno', 'wn'] | py=ㄎㄋㄛ-ㄨㄋ | theme=actions | stage=2 base=know
 9304 | grew                           | 長大了(過去)                        | 🏃        | chunks=['gr', 'ew'] | py=ㄍㄖ-ㄩ | theme=actions | stage=2 base=grow
 9305 | grown                          | 長大                             | 🏃        | chunks=['gro', 'wn'] | py=ㄍㄌㄛ-ㄨㄋ | theme=actions | stage=2 base=grow
 9306 | drawn                          | 畫過                             | 🎨        | chunks=['dra', 'wn'] | py=ㄉㄌㄚ-ㄨㄋ | theme=art | stage=2 base=draw
 9307 | flew                           | 飛了                             | 🏃        | chunks=['fl', 'ew'] | py=ㄈㄌ-ㄩ | theme=actions | stage=2 base=fly [有易混提示]
 9308 | flown                          | 飛過                             | 🏃        | chunks=['flo', 'wn'] | py=ㄈㄌㄛ-ㄨㄋ | theme=actions | stage=2 base=fly
 9309 | blown                          | 吹過                             | 🏃        | chunks=['blo', 'wn'] | py=ㄅㄌㄛ-ㄨㄋ | theme=actions | stage=2 base=blow
 9310 | threw                          | 丟了                             | 🏃        | chunks=['thr', 'ew'] | py=ㄒㄖ-ㄩ | theme=actions | stage=2 base=throw [有易混提示]
 9311 | thrown                         | 丟過                             | 🏃        | chunks=['thr', 'own'] | py=ㄒㄖ-ㄠㄋ | theme=actions | stage=2 base=throw
 9312 | risen                          | 上升                             | 🏃        | chunks=['ri', 'sen'] | py=ㄌㄧ-ㄙㄝㄣ | theme=directions | stage=2 base=rise
 9313 | chosen                         | 選過                             | 🏃        | chunks=['cho', 'sen'] | py=ㄎㄛ-ㄙㄝㄣ | theme=actions | stage=2 base=choose
 9314 | spoken                         | 說過                             | 🏃        | chunks=['spo', 'ken'] | py=ㄙㄆㄛ-ㄎㄣ | theme=actions | stage=2 base=speak
 9315 | woken                          | 醒過                             | 🏃        | chunks=['wo', 'ken'] | py=ㄨㄨ-ㄎㄣ | theme=actions | stage=2 base=wake
 9316 | ridden                         | 騎過                             | 🏃        | chunks=['rid', 'den'] | py=ㄌㄧ-ㄉㄣ | theme=actions | stage=2 base=ride
 9317 | written                        | 寫過                             | 🏃        | chunks=['writ', 'ten'] | py=ㄌㄞㄊ-ㄊㄣ | theme=actions | stage=2 base=write
 9318 | held                           | 握住了(過去)                        | 🏃        | chunks=['he', 'ld'] | py=ㄏㄝ-ㄌㄉ | theme=actions | stage=2 base=hold
 9319 | heard                          | 聽見了(過去)                        | 🏃        | chunks=['hea', 'rd'] | py=ㄏㄝ-ㄖㄉ | theme=actions | stage=2 base=hear
 9320 | built                          | 建造了(過去)                        | 🏃        | chunks=['bui', 'lt'] | py=ㄅㄨ-ㄌㄊ | theme=actions | stage=2 base=build
 9321 | sent                           | 送了(過去)                         | 🏃        | chunks=['se', 'nt'] | py=ㄙㄜ-ㄋㄊ | theme=actions | stage=2 base=send
 9322 | spent                          | 花了(過去)                         | 💸        | chunks=['spe', 'nt'] | py=ㄙㄆㄝ-ㄋㄊ | theme=adjectives | stage=2 base=spend
 9323 | crept                          | 爬行了(過去,偷偷地爬)                   | 🏃        | chunks=['cre', 'pt'] | py=ㄎㄌㄧ-ㄆㄊ | theme=actions | stage=2 base=creep
 9324 | led                            | 領導了(過去)                        | 🏃        | chunks=['le', 'd'] | py=ㄌㄧ-ㄉㄧ | theme=actions | stage=2 base=lead
 9325 | bled                           | 流血了(過去)                        | 🏃        | chunks=['bl', 'ed'] | py=ㄅㄌ-ㄝㄉ | theme=actions | stage=2 base=bleed
 9326 | absolutely                     | 絕對地                            | 🎨        | chunks=['ab', 'so', 'lu', 'te', 'ly'] | py=ㄚㄅ-ㄙㄛ-ㄌㄨ-ㄊㄧ-ㄌㄧ | theme=adjectives | stage=3 base=absolute
 9327 | anymore                        | 不再(否定句用)                       | 🏃        | chunks=['a', 'ny', 'mo', 're'] | py=ㄜ-ㄋㄧ-ㄇㄛ-ㄌㄧ | theme=actions | stage=2
 9328 | constantly                     | 不斷地                            | 🎨        | chunks=['con', 'stan', 'tly'] | py=ㄎㄚㄣ-ㄙㄊㄢ-ㄊㄌㄧ | theme=adjectives | stage=3
 9329 | directly                       | 直接地                            | 🎨        | chunks=['di', 'rec', 'tly'] | py=ㄉㄧ-ㄌㄝ-ㄊㄌㄧ | theme=adjectives | stage=3 base=direct
 9330 | easily                         | 容易地                            | 🎨        | chunks=['ea', 'si', 'ly'] | py=ㄧ-ㄗㄜ-ㄌㄧ | theme=adjectives | stage=2 base=easy
 9331 | extremely                      | 極度                             | ⭐        | chunks=['ex', 'tre', 'me', 'ly'] | py=ㄝㄎㄙ-ㄊㄌㄜ-ㄇㄝ-ㄌㄧ | theme=sight-words | stage=3 base=extreme
 9332 | honestly                       | 老實說                            | ⭐        | chunks=['ho', 'nes', 'tly'] | py=ㄏㄚ-ㄋㄝㄙ-ㄊㄌㄧ | theme=sight-words | stage=3 base=honest
 9333 | incredibly                     | 令人難以置信地                        | 🎨        | chunks=['in', 'cre', 'dib', 'ly'] | py=ㄧㄣ-ㄎㄌㄧ-ㄉㄧㄅ-ㄌㄧ | theme=adjectives | stage=3
 9334 | necessarily                    | 必然地                            | 🎨        | chunks=['ne', 'ces', 'sa', 'ri', 'ly'] | py=ㄋㄧ-ㄙㄝ-ㄙㄚ-ㄌㄧ-ㄌㄧ | theme=adjectives | stage=3
 9335 | officially                     | 正式地                            | 🎨        | chunks=['of', 'fi', 'cial', 'ly'] | py=ㄚㄈ-ㄈㄜ-ㄒㄦ-ㄌㄧ | theme=adjectives | stage=3 base=official
 9336 | perfectly                      | 完美地                            | 💁        | chunks=['per', 'fec', 'tly'] | py=ㄆㄜ-ㄈㄝㄎ-ㄊㄌㄧ | theme=appearance | stage=3 base=perfect
 9337 | quickly                        | 快速地                            | 🎨        | chunks=['quic', 'kly'] | py=ㄎㄨㄧㄎ-ㄎㄌㄧ | theme=adjectives | stage=2 base=quick
 9338 | quietly                        | 安靜地                            | 🎨        | chunks=['quiet', 'ly'] | py=ㄎㄨㄞㄊ-ㄌㄧ | theme=adjectives | stage=2 base=quiet
 9339 | regularly                      | 定期地                            | 🎨        | chunks=['re', 'gu', 'lar', 'ly'] | py=ㄌㄧ-ㄍㄧㄨ-ㄌㄜ-ㄌㄧ | theme=adjectives | stage=3
 9340 | relatively                     | 相對地                            | 🎨        | chunks=['re', 'la', 'ti', 've', 'ly'] | py=ㄌㄧ-ㄌㄚ-ㄊㄜ-ㄈㄜ-ㄌㄧ | theme=adjectives | stage=3 base=relative
 9341 | rightly                        | 正確地                            | 🎨        | chunks=['righ', 'tly'] | py=ㄖㄧ-ㄊㄌㄧ | theme=adjectives | stage=2
 9342 | sadly                          | 悲傷地                            | 😢        | chunks=['sad', 'ly'] | py=ㄙㄚㄉ-ㄌㄧ | theme=emotions | stage=2 base=sad
 9343 | seriously                      | 嚴肅地                            | 🎨        | chunks=['se', 'rious', 'ly'] | py=ㄙㄜ-ㄖㄧㄜㄙ-ㄌㄧ | theme=adjectives | stage=3 base=serious
 9344 | successfully                   | 成功地                            | 🎨        | chunks=['suc', 'ces', 'sful', 'ly'] | py=ㄙㄚㄎ-ㄙㄝ-ㄙㄈㄚㄛ-ㄌㄧ | theme=adjectives | stage=3
 9345 | typically                      | 典型地                            | 🎨        | chunks=['ty', 'pi', 'cal', 'ly'] | py=ㄊㄧ-ㄆㄧ-ㄎㄜ-ㄌㄧ | theme=adjectives | stage=3 base=typical
 9346 | usually                        | 通常                             | ⭐        | chunks=['u', 'sual', 'ly'] | py=ㄧㄨ-ㄙㄚㄚㄌ-ㄌㄧ | theme=sight-words | stage=2 base=usual
 9347 | willingly                      | 願意地                            | 🎨        | chunks=['wil', 'lin', 'gly'] | py=ㄨㄧㄌ-ㄌㄧ-ㄍㄌㄧ | theme=adjectives | stage=3
 9348 | argue                          | 爭論                             | 🏃        | chunks=['ar', 'gue'] | py=ㄚㄦ-ㄍㄝ | theme=actions | stage=2
 9349 | arrange                        | 安排                             | 🏃        | chunks=['ar', 'ran', 'ge'] | py=ㄚㄦ-ㄌㄚㄣ-ㄐㄧ | theme=actions | stage=2
 9350 | coexist                        | 共存                             | 🏃        | chunks=['coe', 'xist'] | py=ㄎㄛ-ㄎㄙㄧㄙㄊ | theme=actions | stage=2
 9351 | comply                         | 遵從                             | ⭐        | chunks=['com', 'ply'] | py=ㄎㄚㄇ-ㄆㄌㄞ | theme=sight-words | stage=2
 9352 | delete                         | 刪除                             | 🗑️       | chunks=['de', 'le', 'te'] | py=ㄉㄧ-ㄌㄧ-ㄊㄧ | theme=numbers | stage=2
 9353 | develop                        | 發展                             | 🏃        | chunks=['de', 've', 'lop'] | py=ㄉㄧ-ㄈㄜ-ㄌㄛㄆ | theme=actions | stage=2
 9354 | encourage                      | 鼓勵                             | 🎵        | chunks=['en', 'cou', 'ra', 'ge'] | py=ㄣ-ㄎㄚ-ㄌㄚ-ㄐㄧ | theme=music | stage=3
 9355 | hinder                         | 妨礙                             | 🏃        | chunks=['hin', 'der'] | py=ㄏㄧㄣ-ㄉㄜ | theme=actions | stage=2
 9356 | immerse                        | 沉浸                             | 🏃        | chunks=['im', 'mer', 'se'] | py=ㄧㄇ-ㄇㄜ-ㄙㄜ | theme=actions | stage=2
 9357 | improve                        | 改善                             | 🏃        | chunks=['im', 'pro', 've'] | py=ㄧㄇ-ㄆㄜ-ㄈㄜ | theme=actions | stage=2
 9358 | measure                        | 測量                             | 🎓        | chunks=['mea', 'su', 're'] | py=ㄇㄧ-ㄙㄨ-ㄌㄧ | theme=academic-words | stage=2
 9359 | move                           | 移動                             | 🏃        | chunks=['mo', 've'] | py=ㄇㄛ-ㄈㄜ | theme=actions | stage=2
 9360 | pacify                         | 安撫                             | 🏃        | chunks=['pa', 'ci', 'fy'] | py=ㄆㄜ-ㄙㄜ-ㄈㄞ | theme=actions | stage=2
 9361 | punish                         | 懲罰                             | 🎨        | chunks=['pu', 'nish'] | py=ㄆㄧㄨ-ㄋㄧㄒ | theme=adjectives | stage=2
 9362 | rebuild                        | 重建                             | 🏃        | chunks=['re', 'build'] | py=ㄌㄧ-ㄅㄨㄌㄉ | theme=actions | stage=2
 9363 | rinse                          | 沖洗                             | 🏃        | chunks=['rin', 'se'] | py=ㄌㄧㄣ-ㄙㄜ | theme=actions | stage=2
 9364 | settle                         | 解決                             | 🏃        | chunks=['set', 'tle'] | py=ㄙㄝㄊ-ㄉㄜ | theme=actions | stage=2
 9365 | tap                            | 輕拍                             | 🏃        | chunks=['ta', 'p'] | py=ㄊㄝ-ㄆㄧ | theme=actions | stage=2
 9366 | tend                           | 傾向                             | 🏃        | chunks=['te', 'nd'] | py=ㄊㄧ-ㄋㄉ | theme=actions | stage=2
 9367 | undress                        | 脫衣                             | 🏃        | chunks=['un', 'dress'] | py=ㄚㄣ-ㄉㄌㄝㄙ | theme=clothing | stage=2
 9368 | verify                         | 驗證                             | 🏃        | chunks=['ve', 'ri', 'fy'] | py=ㄈㄜ-ㄌㄧ-ㄈㄞ | theme=actions | stage=2
 9369 | airbag                         | 安全氣囊                           | 🏃        | chunks=['air', 'bag'] | py=ㄟㄦ-ㄅㄚㄍ | theme=actions | stage=3
 9370 | airbrush                       | 噴槍                             | 🏃        | chunks=['air', 'brush'] | py=ㄟㄦ-ㄅㄌㄚㄒ | theme=actions | stage=3
 9371 | airfare                        | 機票錢                            | 💰        | chunks=['air', 'fa', 're'] | py=ㄟㄦ-ㄈㄚ-ㄌㄧ | theme=money | stage=3
 9372 | alarmclock                     | 鬧鐘                             | 🏃        | chunks=['a', 'larm', 'clock'] | py=ㄜ-ㄌㄚㄦㄇ-ㄎㄌㄚㄎ | theme=actions | stage=3
 9373 | artwork                        | 藝術品                            | 🎨        | chunks=['ar', 'twork'] | py=ㄚㄦ-ㄊㄨㄛㄜㄎ | theme=art | stage=3
 9374 | backdoor                       | 後門                             | 🧭        | chunks=['bac', 'kdoor'] | py=ㄅㄚㄎ-ㄎㄉㄨㄖ | theme=directions | stage=3
 9375 | backdrop                       | 背景                             | 🖼️       | chunks=['back', 'drop'] | py=ㄅㄚㄎ-ㄉㄖㄚㄆ | theme=body | stage=3
 9376 | backfire                       | 適得其反                           | 🏃        | chunks=['bac', 'kfi', 're'] | py=ㄅㄚㄎ-ㄎㄈㄧ-ㄌㄧ | theme=actions | stage=3
 9377 | backlog                        | 積壓                             | 🏃        | chunks=['bac', 'klog'] | py=ㄅㄚㄎ-ㄎㄌㄛㄍ | theme=actions | stage=3
 9378 | backstage                      | 後台                             | 🧭        | chunks=['back', 'sta', 'ge'] | py=ㄅㄚㄎ-ㄙㄉㄝ-ㄐㄧ | theme=directions | stage=3
 9379 | backyard                       | 後院                             | 🧭        | chunks=['bac', 'kyard'] | py=ㄅㄚㄎ-ㄎㄧㄚㄜㄉ | theme=directions | stage=3
 9380 | bankbook                       | 存摺                             | 🏃        | chunks=['ban', 'kbook'] | py=ㄅㄢ-ㄎㄅㄨㄎ | theme=actions | stage=3
 9381 | baseline                       | 基準                             | 🎨        | chunks=['ba', 'se', 'li', 'ne'] | py=ㄅㄟ-ㄙㄜ-ㄌㄧ-ㄋㄧ | theme=adjectives | stage=3
 9382 | battlefield                    | 戰場                             | 🏃        | chunks=['bat', 'tle', 'field'] | py=ㄅㄝ-ㄉㄜ-ㄈㄞㄌㄉ | theme=actions | stage=3
 9383 | battleship                     | 戰艦                             | 🎓        | chunks=['bat', 'tles', 'hip'] | py=ㄅㄝ-ㄊㄌㄝㄙ-ㄏㄧ | theme=academic-words | stage=3
 9384 | beachfront                     | 海濱                             | 🏖️       | chunks=['beach', 'front'] | py=ㄅㄧㄔ-ㄈㄌㄚㄣㄊ | theme=nature | stage=3
 9385 | beanbag                        | 豆袋                             | 🏃        | chunks=['bean', 'bag'] | py=ㄅㄧㄣ-ㄅㄚㄍ | theme=actions | stage=3
 9386 | bedrock                        | 基石                             | 🏃        | chunks=['bed', 'rock'] | py=ㄅㄝㄉ-ㄌㄚㄎ | theme=actions | stage=3
 9387 | bedside                        | 床邊                             | 🛋️       | chunks=['bed', 'si', 'de'] | py=ㄅㄝㄉ-ㄗㄜ-ㄉㄧ | theme=home-items | stage=3
 9388 | bedspread                      | 床罩                             | 🛋️       | chunks=['beds', 'pread'] | py=ㄅㄝㄉㄙ-ㄆㄖㄧㄉ | theme=home-items | stage=3
 9389 | beehive                        | 蜂窩                             | 🐝        | chunks=['bee', 'hi', 've'] | py=ㄅㄧ-ㄏㄞ-ㄈㄜ | theme=animals | stage=3
 9390 | beeline                        | 直線                             | 🎨        | chunks=['bee', 'li', 'ne'] | py=ㄅㄧ-ㄌㄧ-ㄋㄧ | theme=adjectives | stage=3
 9391 | billboard                      | 廣告牌                            | 📰        | chunks=['bil', 'lboard'] | py=ㄅㄧ-ㄌㄅㄛㄖㄉ | theme=media | stage=3
 9392 | birthplace                     | 出生地                            | 🎨        | chunks=['birt', 'hpla', 'ce'] | py=ㄅㄜㄊ-ㄏㄆㄌㄚ-ㄙㄜ | theme=adjectives | stage=3
 9393 | blacklist                      | 黑名單                            | 🏃        | chunks=['blac', 'klist'] | py=ㄅㄌㄚㄎ-ㄎㄌㄧㄙㄊ | theme=actions | stage=3
 9394 | bloodstream                    | 血流                             | 🏃        | chunks=['bloods', 'tream'] | py=ㄅㄌㄨㄉㄙ-ㄊㄖㄧㄇ | theme=actions | stage=3
 9395 | blueprint                      | 藍圖                             | 🏃        | chunks=['bluep', 'rint'] | py=ㄅㄌㄩㄆ-ㄖㄧㄋㄊ | theme=actions | stage=3
 9396 | bombshell                      | 驚人之事                           | 🏃        | chunks=['bomb', 'shell'] | py=ㄅㄛㄇㄅ-ㄒㄝㄦ | theme=actions | stage=3
 9397 | bookkeeper                     | 簿記員                            | 👨‍⚕️     | chunks=['book', 'kee', 'per'] | py=ㄅㄨㄎ-ㄎㄧ-ㄆㄜ | theme=jobs | stage=3
 9398 | bookshop                       | 書店                             | 🏃        | chunks=['book', 'shop'] | py=ㄅㄨㄎ-ㄒㄚㄆ | theme=actions | stage=3
 9399 | bottleneck                     | 瓶頸                             | 🏃        | chunks=['bot', 'tle', 'neck'] | py=ㄅㄚ-ㄉㄜ-ㄋㄝㄎ | theme=home-items | stage=3
 9400 | brainstorm                     | 腦力激盪                           | 🏃        | chunks=['brain', 'storm'] | py=ㄅㄖㄟㄋ-ㄙㄊㄛㄜㄇ | theme=actions | stage=3
 9401 | brainwash                      | 洗腦                             | 🏃        | chunks=['brain', 'wash'] | py=ㄅㄖㄟㄋ-ㄨㄚㄒ | theme=actions | stage=3
 9402 | breadcrumb                     | 麵包屑                            | 🍞        | chunks=['bread', 'crumb'] | py=ㄅㄌㄝㄉ-ㄎㄖㄚㄇㄅ | theme=food | stage=3
 9403 | broadband                      | 寬頻                             | 🏃        | chunks=['broad', 'band'] | py=ㄅㄌㄛㄉ-ㄅㄚㄣㄉ | theme=actions | stage=3
 9404 | bulletproof                    | 防彈                             | 🏃        | chunks=['bul', 'let', 'proof'] | py=ㄅㄨ-ㄌㄝㄊ-ㄆㄌㄨㄈ | theme=actions | stage=3
 9405 | businessman                    | 商人                             | 💼        | chunks=['bu', 'si', 'nes', 'sman'] | py=ㄅㄧㄨ-ㄗㄜ-ㄋㄝㄙ-ㄙㄇㄚㄋ | theme=business | stage=3
 9406 | businesswoman                  | 女商人                            | 💼        | chunks=['bu', 'si', 'nes', 'swo', 'man'] | py=ㄅㄧㄨ-ㄗㄜ-ㄋㄝㄙ-ㄙㄨㄛ-ㄇㄢ | theme=business | stage=3
 9407 | byproduct                      | 副產品                            | 🏃        | chunks=['byp', 'ro', 'duct'] | py=ㄅㄧㄆ-ㄌㄛ-ㄉㄚㄎㄊ | theme=actions | stage=3
 9408 | analytics                      | 分析                             | 🏃        | chunks=['a', 'na', 'ly', 'tics'] | py=ㄜ-ㄋㄚ-ㄌㄧ-ㄊㄧㄎㄙ | theme=actions | stage=3
 9409 | android                        | 安卓                             | 🏃        | chunks=['an', 'droid'] | py=ㄢ-ㄉㄖㄛㄧㄉ | theme=actions | stage=3
 9410 | antivirus                      | 防毒                             | 🏃        | chunks=['an', 'ti', 'vi', 'rus'] | py=ㄢ-ㄊㄜ-ㄈㄞ-ㄌㄜㄙ | theme=actions | stage=3
 9411 | apps                           | 應用程式                           | 🏃        | chunks=['ap', 'ps'] | py=ㄚ-ㄆㄙ | theme=actions | stage=3
 9412 | asynchronous                   | 非同步                            | 🎨        | chunks=['a', 'sync', 'hro', 'nous'] | py=ㄜ-ㄙㄧㄋㄎ-ㄏㄖㄛ-ㄋㄜㄙ | theme=adjectives | stage=3
 9413 | binary                         | 二進位                            | 🔢        | chunks=['bi', 'na', 'ry'] | py=ㄅㄞ-ㄋㄚ-ㄌㄧ | theme=numbers | stage=3
 9414 | biometric                      | 生物識別                           | 🔬        | chunks=['bio', 'met', 'ric'] | py=ㄅㄧㄛ-ㄇㄝㄊ-ㄌㄧㄎ | theme=science | stage=3
 9415 | bot                            | 機器人                            | 💻        | chunks=['bo', 't'] | py=ㄅㄛ-ㄊㄧ | theme=technology | stage=3
 9416 | cache                          | 快取                             | 🏃        | chunks=['cac', 'he'] | py=ㄎㄚㄎ-ㄏㄝ | theme=actions | stage=3
 9417 | codec                          | 編解碼器                           | 🏃        | chunks=['co', 'dec'] | py=ㄎㄛ-ㄉㄝ | theme=actions | stage=3
 9418 | compiler                       | 編譯器                            | 🔨        | chunks=['com', 'pi', 'ler'] | py=ㄎㄚㄇ-ㄆㄧ-ㄌㄜ | theme=tools | stage=3
 9419 | cryptocurrency                 | 加密貨幣                           | 📈        | chunks=['cryp', 'to', 'cur', 'ren', 'cy'] | py=ㄎㄌㄧㄆ-ㄊㄛ-ㄎㄜ-ㄌㄣ-ㄒㄧ | theme=economy | stage=3
 9420 | cursor                         | 游標                             | 🏃        | chunks=['cur', 'sor'] | py=ㄎㄜ-ㄗㄜ | theme=actions | stage=3
 9421 | dashboard                      | 儀表板                            | 🏃        | chunks=['das', 'hboard'] | py=ㄉㄚㄙ-ㄏㄅㄛㄖㄉ | theme=actions | stage=3
 9422 | database                       | 資料庫                            | 🏃        | chunks=['da', 'ta', 'ba', 'se'] | py=ㄉㄚ-ㄊㄝ-ㄅㄟ-ㄙㄜ | theme=actions | stage=3
 9423 | debug                          | 除錯                             | 🏃        | chunks=['de', 'bug'] | py=ㄉㄧ-ㄅㄚㄍ | theme=numbers | stage=3
 9424 | decrypt                        | 解密                             | 🏃        | chunks=['dec', 'rypt'] | py=ㄉㄝ-ㄖㄧㄆㄊ | theme=actions | stage=3
 9425 | deploy                         | 部署                             | 🏃        | chunks=['dep', 'loy'] | py=ㄉㄝ-ㄌㄛㄧ | theme=actions | stage=3
 9426 | desktop                        | 桌面                             | 🛋️       | chunks=['des', 'ktop'] | py=ㄉㄧ-ㄎㄊㄛㄆ | theme=home-items | stage=3
 9427 | dialog                         | 對話                             | 🏃        | chunks=['dia', 'log'] | py=ㄉㄞ-ㄌㄚㄍ | theme=actions | stage=3
 9428 | dropdown                       | 下拉選單                           | 🏃        | chunks=['drop', 'down'] | py=ㄉㄖㄚㄆ-ㄉㄠㄣ | theme=directions | stage=3
 9429 | encrypt                        | 加密                             | 🏃        | chunks=['en', 'crypt'] | py=ㄣ-ㄎㄖㄧㄆㄊ | theme=numbers | stage=3
 9430 | encryption                     | 加密                             | 🎓        | chunks=['en', 'cryp', 'tion'] | py=ㄣ-ㄎㄌㄧㄆ-ㄒㄣ | theme=academic-words | stage=3
 9431 | endpoint                       | 端點                             | 🏃        | chunks=['en', 'dpoint'] | py=ㄣ-ㄉㄆㄛㄧㄋㄊ | theme=actions | stage=3
 9432 | firmware                       | 韌體                             | 🏃        | chunks=['fir', 'mwa', 're'] | py=ㄈㄜ-ㄇㄨㄚ-ㄌㄧ | theme=actions | stage=3
 9433 | floppy                         | 軟碟                             | 🏃        | chunks=['flop', 'py'] | py=ㄈㄌㄛㄆ-ㄆㄧ | theme=actions | stage=3
 9434 | gateway                        | 閘道                             | 🏃        | chunks=['ga', 'te', 'way'] | py=ㄍㄚ-ㄊㄧ-ㄨㄝ | theme=actions | stage=3
 9435 | gigabyte                       | 十億位元組                          | 🔢        | chunks=['gi', 'ga', 'by', 'te'] | py=ㄐㄜ-ㄍㄚ-ㄅㄞ-ㄊㄧ | theme=numbers | stage=3
 9436 | homepage                       | 首頁                             | 🏃        | chunks=['ho', 'me', 'pa', 'ge'] | py=ㄏㄚ-ㄇㄝ-ㄆㄜ-ㄐㄧ | theme=actions | stage=3
 9437 | hyperlink                      | 超連結                            | 🏃        | chunks=['hy', 'per', 'link'] | py=ㄏㄞ-ㄆㄜ-ㄌㄧㄋㄎ | theme=actions | stage=3
 9438 | icon                           | 圖示                             | 🏃        | chunks=['i', 'con'] | py=ㄌㄜ-ㄎㄚㄣ | theme=actions | stage=3
 9439 | interface                      | 介面                             | 🏃        | chunks=['in', 'ter', 'fa', 'ce'] | py=ㄧㄣ-ㄊㄜ-ㄈㄚ-ㄙㄜ | theme=actions | stage=3
