# 字 3000-4499
 3000 | attorney                       | 律師                             | ⚖️       | chunks=['at', 'tor', 'ney'] | py=ㄚ-ㄊㄜ-ㄋㄧ | theme=jobs-advanced | stage=2
 3376 | crafting                       | 手作                             | ✂️       | chunks=['craft', 'ing'] | py=ㄎㄌㄚㄈㄊ-ㄧㄥ | theme=hobbies | stage=1 base=craft
 3377 | photography                    | 攝影                             | 📷        | chunks=['pho', 'tog', 'ra', 'phy'] | py=ㄈㄜ-ㄊㄚ-ㄍㄌㄚ-ㄈㄧ | theme=hobbies | stage=1
 3378 | videography                    | 錄影                             | 📹        | chunks=['vid', 'e', 'og', 'ra', 'phy'] | py=ㄈㄧ-ㄉㄧ-ㄚ-ㄍㄌㄚ-ㄈㄧ | theme=hobbies | stage=3
 3379 | baking                         | 烘焙                             | 🥐        | chunks=['bak', 'ing'] | py=ㄅㄝ-ㄎㄧㄥ | theme=hobbies | stage=1 base=bake
 3380 | brewing                        | 釀造                             | 🍺        | chunks=['brew', 'ing'] | py=ㄅㄌㄨ-ㄧㄥ | theme=hobbies | stage=2 base=brew
 3381 | fermenting                     | 發酵                             | 🫙        | chunks=['fer', 'ment', 'ing'] | py=ㄈㄜ-ㄇㄣㄊ-ㄧㄥ | theme=hobbies | stage=3
 3382 | birding                        | 賞鳥                             | 🦅        | chunks=['bird', 'ing'] | py=ㄅㄜㄉ-ㄧㄥ | theme=hobbies | stage=2 base=bird
 3383 | birdwatching                   | 賞鳥                             | 🦅        | chunks=['bird', 'watch', 'ing'] | py=ㄅㄜㄉ-ㄨㄚㄑ-ㄧㄥ | theme=hobbies | stage=2
 3384 | stargazing                     | 觀星                             | ⭐        | chunks=['star', 'gaz', 'ing'] | py=ㄙㄉㄚㄦ-ㄍㄝㄗ-ㄧㄥ | theme=hobbies | stage=2
 3385 | geocaching                     | 地理藏寶                           | 🗺️       | chunks=['ge', 'o', 'cach', 'ing'] | py=ㄐㄧ-ㄛ-ㄎㄚㄒ-ㄧㄥ | theme=hobbies | stage=3
 3386 | beekeeping                     | 養蜂                             | 🐝        | chunks=['bee', 'keep', 'ing'] | py=ㄅㄧ-ㄎㄧㄆ-ㄧㄥ | theme=hobbies | stage=3
 3387 | composting                     | 堆肥                             | 🌱        | chunks=['com', 'post', 'ing'] | py=ㄎㄚㄇ-ㄆㄛㄙㄊ-ㄧㄥ | theme=hobbies | stage=3 base=compost
 3388 | collecting                     | 收集                             | 🗃️       | chunks=['col', 'lect', 'ing'] | py=ㄎㄜ-ㄌㄝㄎㄊ-ㄧㄥ | theme=hobbies | stage=1 base=collect
 3389 | hoarding                       | 囤積                             | 📦        | chunks=['hoard', 'ing'] | py=ㄏㄛㄦㄉ-ㄧㄥ | theme=hobbies | stage=3 base=hoard
 3390 | fossilhunting                  | 化石尋寶                           | 🦴        | chunks=['fos', 'sil', 'hunt', 'ing'] | py=ㄈㄚ-ㄗㄦ-ㄏㄚㄣㄊ-ㄧㄥ | theme=hobbies | stage=3
 3391 | reading                        | 閱讀                             | 📖        | chunks=['read', 'ing'] | py=ㄌㄧㄉ-ㄧㄥ | theme=hobbies | stage=0 base=read
 3392 | writing                        | 寫作                             | ✍️       | chunks=['writ', 'ing'] | py=ㄌㄞㄊ-ㄧㄥ | theme=hobbies | stage=0 base=write
 3393 | blogging                       | 寫部落格                           | 💻        | chunks=['blog', 'ging'] | py=ㄅㄌㄚ-ㄍㄧㄥ | theme=hobbies | stage=1
 3394 | meditation                     | 冥想                             | 🧘        | chunks=['med', 'i', 'ta', 'tion'] | py=ㄇㄝ-ㄉㄜ-ㄊㄝ-ㄒㄣ | theme=hobbies | stage=2
 3395 | pilates                        | 皮拉提斯                           | 🧘        | chunks=['pi', 'la', 'tes'] | py=ㄆㄜ-ㄌㄚ-ㄊㄧㄗ | theme=hobbies | stage=2
 3396 | taichi                         | 太極                             | 🧘        | chunks=['tai', 'chi'] | py=ㄊㄞ-ㄑㄧ | theme=hobbies | stage=2
 3397 | qigong                         | 氣功                             | 🧘        | chunks=['qi', 'gong'] | py=ㄑㄧ-ㄍㄚㄥ | theme=hobbies | stage=3
 3398 | karaoke                        | 卡拉OK                           | 🎤        | chunks=['kar', 'a', 'o', 'ke'] | py=ㄎㄚ-ㄌㄚ-ㄛ-ㄎㄝ | theme=hobbies | stage=1
 3399 | busking                        | 街頭表演                           | 🎵        | chunks=['busk', 'ing'] | py=ㄅㄚㄙㄎ-ㄧㄥ | theme=hobbies | stage=3
 3400 | hobby                          | 嗜好                             | 🎨        | chunks=['hob', 'by'] | py=ㄏㄚ-ㄅㄧ | theme=hobbies | stage=0
 3401 | pastime                        | 消遣                             | 🎨        | chunks=['pas', 'time'] | py=ㄆㄚㄙ-ㄊㄞㄇ | theme=hobbies | stage=2
 3402 | leisure                        | 閒暇                             | 🛋️       | chunks=['lei', 'sure'] | py=ㄌㄧ-ㄓㄜ | theme=hobbies | stage=2
 3403 | recreation                     | 娛樂                             | 🎢        | chunks=['rec', 're', 'a', 'tion'] | py=ㄌㄝ-ㄎㄌㄧ-ㄝ-ㄒㄣ | theme=hobbies | stage=2
 3404 | amateur                        | 業餘者                            | 🔰        | chunks=['am', 'a', 'teur'] | py=ㄚ-ㄇㄜ-ㄑㄜ | theme=hobbies | stage=2
 3405 | enthusiast                     | 愛好者                            | 🤩        | chunks=['en', 'thu', 'si', 'ast'] | py=ㄧㄣ-ㄙㄧㄨ-ㄗㄧ-ㄚㄙㄊ | theme=hobbies | stage=3
 3406 | fanatic                        | 狂熱者                            | 🤩        | chunks=['fa', 'na', 'tic'] | py=ㄈㄜ-ㄋㄚ-ㄊㄧㄎ | theme=hobbies | stage=3
 3407 | devotee                        | 愛好者                            | 🙌        | chunks=['dev', 'o', 'tee'] | py=ㄉㄝ-ㄈㄜ-ㄊㄧ | theme=hobbies | stage=3
 3408 | novice                         | 新手                             | 🆕        | chunks=['nov', 'ice'] | py=ㄋㄚ-ㄈㄧㄙ | theme=hobbies | stage=2
 3409 | expert                         | 專家                             | 🏆        | chunks=['ex', 'pert'] | py=ㄝㄎ-ㄙㄆㄜㄊ | theme=hobbies | stage=1
 3410 | knitter                        | 編織者                            | 🧶        | chunks=['knit', 'ter'] | py=ㄋㄧ-ㄊㄜ | theme=hobbies | stage=3 base=knit
 3411 | weaving                        | 編織                             | 🧵        | chunks=['weav', 'ing'] | py=ㄨㄧ-ㄈㄧㄥ | theme=hobbies | stage=3 base=weave
 3412 | doodling                       | 塗鴉                             | ✏️       | chunks=['doo', 'dling'] | py=ㄉㄨ-ㄉㄌㄧㄥ | theme=hobbies | stage=2 base=doodle
 3413 | scrapbook                      | 剪貼簿                            | 📔        | chunks=['scrap', 'book'] | py=ㄙㄎㄌㄚㄆ-ㄅㄨㄎ | theme=hobbies | stage=3
 3414 | tinkering                      | 修補                             | 🔧        | chunks=['tin', 'ker', 'ing'] | py=ㄊㄧㄣ-ㄎㄜ-ㄧㄥ | theme=hobbies | stage=3
 3415 | hobbyist                       | 愛好者                            | 🎨        | chunks=['hob', 'by', 'ist'] | py=ㄏㄚ-ㄅㄧ-ㄧㄙㄊ | theme=hobbies | stage=3
 3416 | vlogging                       | 拍影音部落格、拍 vlog                  | 📹        | chunks=['vlog', 'ging'] | py=ㄈㄌㄚ-ㄍㄧㄥ | theme=hobbies | stage=2
 3417 | videogame                      | 電玩                             | 🎮        | chunks=['vid', 'e', 'o', 'game'] | py=ㄈㄧ-ㄉㄧ-ㄛ-ㄍㄝㄇ | theme=games | stage=1
 3418 | esports                        | 電競                             | 🎮        | chunks=['e', 'sports'] | py=ㄧ-ㄙㄆㄛㄦㄗ | theme=games | stage=1
 3419 | mmo                            | 大型多人連線                         | 🌐        | chunks=['m', 'm', 'o'] | py=ㄝㄇ-ㄝㄇ-ㄛ | theme=games | stage=2
 3420 | rpg                            | 角色扮演                           | ⚔️       | chunks=['r', 'p', 'g'] | py=ㄚㄦ-ㄆㄧ-ㄐㄧ | theme=games | stage=2
 3421 | fps                            | 第一人稱射擊                         | 🔫        | chunks=['f', 'p', 's'] | py=ㄝㄈ-ㄆㄧ-ㄝㄙ | theme=games | stage=2
 3422 | mmorpg                         | 大型多人線上角色扮演遊戲                   | ⚔️       | chunks=['mmo', 'r', 'p', 'g'] | py=ㄝㄇ-ㄝㄇ-ㄛ-ㄚㄦ-ㄆㄧ-ㄐㄧ | theme=games | stage=3
 3423 | gameplay                       | 遊戲玩法                           | 🎮        | chunks=['game', 'play'] | py=ㄍㄝㄇ-ㄆㄌㄟ | theme=games | stage=2
 3424 | levelup                        | 升級                             | ⬆️       | chunks=['lev', 'el', 'up'] | py=ㄌㄝ-ㄈㄦ-ㄚㄆ | theme=games | stage=1
 3425 | miniboss                       | 小頭目                            | 👾        | chunks=['mi', 'ni', 'boss'] | py=ㄇㄧ-ㄋㄜ-ㄅㄚㄙ | theme=games | stage=2
 3426 | npc                            | 非玩家角色                          | 🤖        | chunks=['n', 'p', 'c'] | py=ㄝㄣ-ㄆㄧ-ㄒㄧ | theme=games | stage=2
 3427 | character                      | 角色                             | 🧙        | chunks=['char', 'ac', 'ter'] | py=ㄎㄝ-ㄦㄎ-ㄊㄜ | theme=games | stage=1
 3428 | avatar                         | 頭像                             | 👤        | chunks=['av', 'a', 'tar'] | py=ㄚ-ㄈㄜ-ㄊㄚㄦ | theme=games | stage=2
 3429 | loot                           | 戰利品                            | 💰        | chunks=['l', 'oot'] | py=ㄌㄨㄊ | theme=games | stage=2
 3430 | quest                          | 任務                             | 📜        | chunks=['qu', 'est'] | py=ㄎㄨㄝㄙㄊ | theme=games | stage=1
 3431 | mission                        | 任務                             | 🎯        | chunks=['mis', 'sion'] | py=ㄇㄧ-ㄒㄣ | theme=games | stage=1
 3432 | dungeon                        | 地下城                            | 🏰        | chunks=['dun', 'geon'] | py=ㄉㄚㄣ-ㄐㄣ | theme=games | stage=2
 3433 | raid                           | 突襲                             | ⚔️       | chunks=['r', 'aid'] | py=ㄌㄝㄉ | theme=games | stage=2
 3434 | multiplayer                    | 多人遊戲                           | 👥        | chunks=['mul', 'ti', 'play', 'er'] | py=ㄇㄚㄦ-ㄊㄜ-ㄆㄌㄟ-ㄜ | theme=games | stage=2
 3435 | singleplayer                   | 單人遊戲                           | 🧑        | chunks=['sin', 'gle', 'play', 'er'] | py=ㄒㄧㄣ-ㄍㄜ-ㄆㄌㄟ-ㄜ | theme=games | stage=2
 3436 | lobby                          | 大廳                             | 🏨        | chunks=['lob', 'by'] | py=ㄌㄚ-ㄅㄧ | theme=games | stage=2
 3437 | lag                            | 延遲                             | ⏱️       | chunks=['l', 'ag'] | py=ㄌㄚㄍ | theme=games | stage=2
 3438 | ping                           | 網路延遲                           | 📡        | chunks=['p', 'ing'] | py=ㄆㄧㄥ | theme=games | stage=2
 3439 | framerate                      | 幀率                             | 📊        | chunks=['frame', 'rate'] | py=ㄈㄌㄝㄇ-ㄌㄝㄊ | theme=games | stage=3
 3440 | graphics                       | 畫面                             | 🖼️       | chunks=['graph', 'ics'] | py=ㄍㄌㄚ-ㄈㄧㄎㄙ | theme=games | stage=2
 3441 | gamer                          | 玩家                             | 🎮        | chunks=['gam', 'er'] | py=ㄍㄝ-ㄇㄜ | theme=games | stage=1 base=game
 3442 | streamer                       | 實況主                            | 📹        | chunks=['stream', 'er'] | py=ㄙㄉㄌㄧㄇ-ㄜ | theme=games | stage=1 base=stream
 3443 | walkthrough                    | 攻略                             | 📜        | chunks=['walk', 'through'] | py=ㄨㄛㄎ-ㄙㄌㄨ | theme=games | stage=2
 3444 | cheatcode                      | 作弊密技                           | 🃏        | chunks=['cheat', 'code'] | py=ㄑㄧㄊ-ㄎㄛㄉ | theme=games | stage=2
 3445 | glitch                         | 程式錯誤                           | 🐛        | chunks=['gl', 'itch'] | py=ㄍㄌㄧㄑ | theme=games | stage=2
 3446 | patch                          | 修補檔、補丁                         | 🩹        | chunks=['p', 'atch'] | py=ㄆㄚㄑ | theme=games | stage=2
 3447 | mod                            | 模組                             | ⚙️       | chunks=['m', 'od'] | py=ㄇㄚㄉ | theme=games | stage=2
 3448 | expansion                      | 資料片                            | ➕        | chunks=['ex', 'pan', 'sion'] | py=ㄝㄎ-ㄙㄆㄢ-ㄒㄣ | theme=games | stage=2
 3449 | dlc                            | 下載內容                           | 📥        | chunks=['d', 'l', 'c'] | py=ㄉㄧ-ㄝㄦ-ㄒㄧ | theme=games | stage=2
 3450 | beta                           | 測試版                            | 🧪        | chunks=['be', 'ta'] | py=ㄅㄝ-ㄊㄚ | theme=games | stage=2
 3451 | alpha                          | 早期測試                           | 🧪        | chunks=['al', 'pha'] | py=ㄚㄦ-ㄈㄚ | theme=games | stage=2
 3452 | indie                          | 獨立遊戲                           | 🎮        | chunks=['in', 'die'] | py=ㄧㄣ-ㄉㄧ | theme=games | stage=2
 3453 | openworld                      | 開放世界                           | 🌐        | chunks=['o', 'pen', 'world'] | py=ㄛ-ㄆㄣ-ㄨㄜㄦㄉ | theme=games | stage=2
 3454 | retro                          | 復古                             | 🕹️       | chunks=['ret', 'ro'] | py=ㄌㄝㄊ-ㄌㄛ | theme=games | stage=2
 3455 | arcade                         | 街機                             | 🕹️       | chunks=['ar', 'cade'] | py=ㄚㄦ-ㄎㄝㄉ | theme=games | stage=2
 3456 | mahjong                        | 麻將                             | 🀄        | chunks=['mah', 'jong'] | py=ㄇㄚ-ㄓㄚㄥ | theme=games | stage=1
 3457 | poker                          | 撲克                             | 🃏        | chunks=['po', 'ker'] | py=ㄆㄛ-ㄎㄜ | theme=games | stage=1 base=poke
 3458 | blackjack                      | 21點                            | 🃏        | chunks=['black', 'jack'] | py=ㄅㄌㄚㄎ-ㄐㄚㄎ | theme=games | stage=2
 3459 | solitaire                      | 接龍                             | 🃏        | chunks=['sol', 'i', 'taire'] | py=ㄙㄚ-ㄌㄜ-ㄊㄝㄜ | theme=games | stage=2
 3460 | bingo                          | 賓果                             | 🎯        | chunks=['bin', 'go'] | py=ㄅㄧㄥ-ㄍㄛ | theme=games | stage=1
 3461 | charades                       | 比手畫腳                           | 🎭        | chunks=['cha', 'rades'] | py=ㄒㄜ-ㄌㄝㄉㄗ | theme=games | stage=3
 3462 | scrabble                       | 拼字遊戲                           | 🔤        | chunks=['scrab', 'ble'] | py=ㄙㄎㄌㄚ-ㄅㄜ | theme=games | stage=3
 3463 | sudoku                         | 數獨                             | 🔢        | chunks=['su', 'do', 'ku'] | py=ㄙㄨ-ㄉㄛ-ㄎㄨ | theme=games | stage=1
 3464 | hangman                        | 猜字                             | 🪢        | chunks=['hang', 'man'] | py=ㄏㄚㄥ-ㄇㄢ | theme=games | stage=2
 3465 | tournament                     | 錦標賽                            | 🏆        | chunks=['tour', 'na', 'ment'] | py=ㄊㄨㄦ-ㄋㄜ-ㄇㄣㄊ | theme=games | stage=2
 3466 | replay                         | 重玩                             | 🔁        | chunks=['re', 'play'] | py=ㄌㄧ-ㄆㄌㄟ | theme=games | stage=2
 3467 | film                           | 電影                             | 🎬        | chunks=['f', 'ilm'] | py=ㄈㄧㄦㄇ | theme=movies-tv | stage=0
 3468 | movie                          | 電影                             | 🎬        | chunks=['mov', 'ie'] | py=ㄇㄨ-ㄈㄧ | theme=movies-tv | stage=0
 3469 | screening                      | 放映                             | 🎬        | chunks=['screen', 'ing'] | py=ㄙㄎㄌㄧㄣ-ㄧㄥ | theme=movies-tv | stage=2 base=screen
 3470 | premier                        | 總理、首映(premiere)                | 🎬        | chunks=['pre', 'mier'] | py=ㄆㄌㄧ-ㄇㄧㄜ | theme=movies-tv | stage=2
 3471 | trailer                        | 預告片                            | 🎬        | chunks=['trai', 'ler'] | py=ㄊㄌㄝ-ㄌㄜ | theme=movies-tv | stage=1 base=trail
 3472 | sequel                         | 續集                             | ▶️       | chunks=['se', 'quel'] | py=ㄒㄧ-ㄎㄨㄝㄦ | theme=movies-tv | stage=2
 3473 | prequel                        | 前傳                             | ◀️       | chunks=['pre', 'quel'] | py=ㄆㄌㄧ-ㄎㄨㄝㄦ | theme=movies-tv | stage=2
 3474 | spinoff                        | 衍生作                            | 🔄        | chunks=['spin', 'off'] | py=ㄙㄆㄧㄣ-ㄛㄈ | theme=movies-tv | stage=3
 3475 | remake                         | 翻拍                             | 🔄        | chunks=['re', 'make'] | py=ㄌㄧ-ㄇㄝㄎ | theme=movies-tv | stage=2
 3476 | reboot                         | 重啟                             | 🔄        | chunks=['re', 'boot'] | py=ㄌㄧ-ㄅㄨㄊ | theme=movies-tv | stage=2
 3477 | genre                          | 類型                             | 📚        | chunks=['gen', 're'] | py=ㄓㄚㄣ-ㄌㄜ | theme=movies-tv | stage=2
 3478 | comedy                         | 喜劇                             | 😂        | chunks=['com', 'e', 'dy'] | py=ㄎㄚ-ㄇㄜ-ㄉㄧ | theme=movies-tv | stage=1
 3479 | tragedy                        | 悲劇                             | 😢        | chunks=['trag', 'e', 'dy'] | py=ㄊㄌㄚ-ㄐㄜ-ㄉㄧ | theme=movies-tv | stage=1
 3480 | thriller                       | 驚悚片                            | 😱        | chunks=['thril', 'ler'] | py=ㄙㄌㄧ-ㄌㄜ | theme=movies-tv | stage=1 base=thrill
 3481 | horror                         | 恐怖片                            | 👻        | chunks=['hor', 'ror'] | py=ㄏㄛ-ㄌㄜ | theme=movies-tv | stage=1
 3482 | mystery                        | 懸疑                             | 🕵️       | chunks=['mys', 'ter', 'y'] | py=ㄇㄧㄙ-ㄊㄜ-ㄌㄧ | theme=movies-tv | stage=1
 3483 | action                         | 動作片                            | 💥        | chunks=['ac', 'tion'] | py=ㄚㄎ-ㄒㄣ | theme=movies-tv | stage=1 base=ace
 3484 | scifi                          | 科幻                             | 🚀        | chunks=['sci', 'fi'] | py=ㄙㄞ-ㄈㄞ | theme=movies-tv | stage=1
 3485 | fantasy                        | 奇幻                             | 🧙        | chunks=['fan', 'ta', 'sy'] | py=ㄈㄚㄣ-ㄊㄜ-ㄒㄧ | theme=movies-tv | stage=1
 3486 | documentary                    | 紀錄片                            | 🎬        | chunks=['doc', 'u', 'men', 'ta', 'ry'] | py=ㄉㄚ-ㄐㄨ-ㄇㄣ-ㄊㄜ-ㄌㄧ | theme=movies-tv | stage=1
 3487 | biopic                         | 傳記片                            | 🎬        | chunks=['bi', 'o', 'pic'] | py=ㄅㄞ-ㄛ-ㄆㄧㄎ | theme=movies-tv | stage=3
 3488 | animation                      | 動畫                             | 🎞️       | chunks=['an', 'i', 'ma', 'tion'] | py=ㄚ-ㄋㄜ-ㄇㄝ-ㄒㄣ | theme=movies-tv | stage=1 base=anime
 3489 | musical                        | 音樂劇                            | 🎭        | chunks=['mu', 'si', 'cal'] | py=ㄇㄧㄨ-ㄗㄜ-ㄎㄜ | theme=movies-tv | stage=1 base=music
 3490 | western                        | 西部片                            | 🤠        | chunks=['west', 'ern'] | py=ㄨㄝㄙ-ㄊㄣ | theme=movies-tv | stage=2
 3491 | screenwriter                   | 編劇                             | ✍️       | chunks=['screen', 'writ', 'er'] | py=ㄙㄎㄌㄧㄣ-ㄌㄞㄊ-ㄜ | theme=movies-tv | stage=2
 3492 | cinematographer                | 攝影指導                           | 🎥        | chunks=['cin', 'e', 'ma', 'tog', 'ra', 'pher'] | py=ㄒㄧ-ㄋㄜ-ㄇㄚ-ㄊㄚ-ㄍㄌㄚ-ㄈㄜ | theme=movies-tv | stage=3
 3493 | soundtrack                     | 原聲帶                            | 🎵        | chunks=['sound', 'track'] | py=ㄙㄠㄣㄉ-ㄊㄌㄚㄎ | theme=movies-tv | stage=2
 3494 | casting                        | 選角                             | 🎭        | chunks=['cast', 'ing'] | py=ㄎㄚㄙㄊ-ㄧㄥ | theme=movies-tv | stage=2 base=cast
 3495 | cast                           | 演員陣容                           | 🎭        | chunks=['c', 'ast'] | py=ㄎㄚㄙㄊ | theme=movies-tv | stage=2 base=cast
 3496 | crew                           | 劇組                             | 🎬        | chunks=['cr', 'ew'] | py=ㄎㄌㄨ | theme=movies-tv | stage=2
 3497 | lead                           | 主角                             | ⭐        | chunks=['l', 'ead'] | py=ㄌㄧㄉ | theme=movies-tv | stage=1
 3498 | role                           | 角色                             | 🎭        | chunks=['r', 'ole'] | py=ㄌㄛㄦ | theme=movies-tv | stage=1 [有易混提示]
 3499 | dialogue                       | 對白                             | 💬        | chunks=['di', 'a', 'logue'] | py=ㄉㄞ-ㄚ-ㄌㄚㄍ | theme=movies-tv | stage=2
 3500 | plot                           | 劇情                             | 📜        | chunks=['pl', 'ot'] | py=ㄆㄌㄚㄊ | theme=movies-tv | stage=1
 3501 | twist                          | 轉折                             | 🔀        | chunks=['tw', 'ist'] | py=ㄊㄨㄧㄙㄊ | theme=movies-tv | stage=2
 3502 | setting                        | 場景                             | 🌆        | chunks=['set', 'ting'] | py=ㄙㄝ-ㄊㄧㄥ | theme=movies-tv | stage=1 base=set
 3503 | scene                          | 場景、一幕、圈子                       | 🎬        | chunks=['sc', 'ene'] | py=ㄒㄧㄣ | theme=movies-tv | stage=1 [有易混提示]
 3504 | audience                       | 觀眾                             | 👥        | chunks=['au', 'di', 'ence'] | py=ㄛ-ㄉㄧ-ㄢㄙ | theme=movies-tv | stage=1
 3505 | viewer                         | 觀眾                             | 👁️       | chunks=['view', 'er'] | py=ㄈㄧㄨ-ㄜ | theme=movies-tv | stage=1 base=view
 3506 | rating                         | 評分                             | ⭐        | chunks=['rat', 'ing'] | py=ㄌㄝ-ㄊㄧㄥ | theme=movies-tv | stage=1 base=rate
 3507 | review                         | 評論                             | 📝        | chunks=['re', 'view'] | py=ㄌㄧ-ㄈㄧㄨ | theme=movies-tv | stage=1
 3508 | critic                         | 評論家                            | 🧐        | chunks=['crit', 'ic'] | py=ㄎㄌㄧ-ㄊㄧㄎ | theme=movies-tv | stage=2
 3509 | series                         | 影集                             | 📺        | chunks=['se', 'ries'] | py=ㄒㄧ-ㄌㄧㄗ | theme=movies-tv | stage=1
 3510 | episode                        | 集數                             | 📺        | chunks=['ep', 'i', 'sode'] | py=ㄝ-ㄆㄜ-ㄙㄛㄉ | theme=movies-tv | stage=1
 3511 | finale                         | 完結篇                            | 🏁        | chunks=['fi', 'nale'] | py=ㄈㄜ-ㄋㄚㄦ | theme=movies-tv | stage=2
 3512 | binge                          | 狂看、一口氣看完                       | 📺        | chunks=['b', 'inge'] | py=ㄅㄧㄣㄐ | theme=movies-tv | stage=2
 3513 | recap                          | 回顧                             | 🔁        | chunks=['re', 'cap'] | py=ㄌㄧ-ㄎㄚㄆ | theme=movies-tv | stage=2
 3514 | spoiler                        | 劇透                             | 🚫        | chunks=['spoil', 'er'] | py=ㄙㄆㄛㄧㄦ-ㄜ | theme=movies-tv | stage=1 base=spoil
 3515 | broadcast                      | 播送                             | 📡        | chunks=['broad', 'cast'] | py=ㄅㄌㄛㄉ-ㄎㄚㄙㄊ | theme=movies-tv | stage=2 base=broadcast
 3516 | livestream                     | 直播                             | 📹        | chunks=['live', 'stream'] | py=ㄌㄞㄈ-ㄙㄉㄌㄧㄇ | theme=movies-tv | stage=1
 3517 | syringe                        | 針筒                             | 💉        | chunks=['sy', 'ringe'] | py=ㄒㄜ-ㄌㄧㄣㄐ | theme=medical | stage=2
 3518 | scalpel                        | 手術刀                            | 🔪        | chunks=['scal', 'pel'] | py=ㄙㄎㄚㄦ-ㄆㄦ | theme=medical | stage=3
 3519 | stethoscope                    | 聽診器                            | 🩺        | chunks=['steth', 'o', 'scope'] | py=ㄙㄉㄝ-ㄙㄜ-ㄙㄎㄛㄆ | theme=medical | stage=2
 3520 | xray                           | X光                             | 🩻        | chunks=['x', 'ray'] | py=ㄝㄎㄙ-ㄌㄟ | theme=medical | stage=1
 3521 | mri                            | 核磁共振                           | 🩻        | chunks=['m', 'r', 'i'] | py=ㄝㄇ-ㄚㄦ-ㄞ | theme=medical | stage=2
 3522 | ultrasound                     | 超音波                            | 🩻        | chunks=['ul', 'tra', 'sound'] | py=ㄚㄦ-ㄊㄌㄚ-ㄙㄠㄣㄉ | theme=medical | stage=2
 3523 | ecg                            | 心電圖                            | 📈        | chunks=['e', 'c', 'g'] | py=ㄧ-ㄒㄧ-ㄐㄧ | theme=medical | stage=3
 3524 | ward                           | 病房                             | 🏥        | chunks=['w', 'ard'] | py=ㄨㄛㄦㄉ | theme=medical | stage=2
 3525 | icu                            | 加護病房                           | 🏥        | chunks=['i', 'c', 'u'] | py=ㄞ-ㄒㄧ-ㄧㄨ | theme=medical | stage=2
 3526 | emergency                      | 急診                             | 🚨        | chunks=['e', 'mer', 'gen', 'cy'] | py=ㄧ-ㄇㄜ-ㄐㄣ-ㄒㄧ | theme=medical | stage=1
 3527 | vial                           | 小瓶                             | 💊        | chunks=['vi', 'al'] | py=ㄈㄞ-ㄦ | theme=medical | stage=3
 3528 | oxygen                         | 氧氣                             | 🫧        | chunks=['ox', 'y', 'gen'] | py=ㄚㄎ-ㄒㄜ-ㄐㄣ | theme=medical | stage=2
 3529 | iv                             | 點滴                             | 💧        | chunks=['i', 'v'] | py=ㄞ-ㄈㄧ | theme=medical | stage=3
 3530 | antibody                       | 抗體                             | 🦠        | chunks=['an', 'ti', 'bo', 'dy'] | py=ㄢ-ㄊㄧ-ㄅㄚ-ㄉㄧ | theme=medical | stage=2
 3531 | immune                         | 免疫                             | 🛡️       | chunks=['im', 'mune'] | py=ㄧ-ㄇㄧㄨㄣ | theme=medical | stage=2
 3532 | immunization                   | 免疫接種                           | 💉        | chunks=['im', 'mu', 'ni', 'za', 'tion'] | py=ㄧ-ㄇㄧㄨ-ㄋㄜ-ㄗㄝ-ㄒㄣ | theme=medical | stage=3
 3533 | vaccination                    | 疫苗接種                           | 💉        | chunks=['vac', 'ci', 'na', 'tion'] | py=ㄈㄚㄎ-ㄒㄜ-ㄋㄝ-ㄒㄣ | theme=medical | stage=2 base=vaccine
 3534 | booster                        | 加強劑                            | 💉        | chunks=['boo', 'ster'] | py=ㄅㄨ-ㄙㄉㄜ | theme=medical | stage=2 base=boost
 3535 | quarantine                     | 隔離                             | 🚷        | chunks=['quar', 'an', 'tine'] | py=ㄎㄨㄛ-ㄦ-ㄊㄧㄣ | theme=medical | stage=2
 3536 | isolation                      | 隔離                             | 🚷        | chunks=['i', 'so', 'la', 'tion'] | py=ㄞ-ㄙㄜ-ㄌㄝ-ㄒㄣ | theme=medical | stage=2
 3537 | sterile                        | 無菌                             | 🧼        | chunks=['ster', 'ile'] | py=ㄙㄉㄝ-ㄌㄦ | theme=medical | stage=3
 3538 | medication                     | 藥物                             | 💊        | chunks=['med', 'i', 'ca', 'tion'] | py=ㄇㄝ-ㄉㄜ-ㄎㄝ-ㄒㄣ | theme=medical | stage=2
 3539 | drug                           | 藥                              | 💊        | chunks=['dr', 'ug'] | py=ㄉㄌㄚㄍ | theme=medical | stage=1
 3540 | pharmaceutical                 | 製藥                             | 💊        | chunks=['phar', 'ma', 'ceu', 'ti', 'cal'] | py=ㄈㄚㄦ-ㄇㄜ-ㄙㄧㄨ-ㄊㄜ-ㄎㄜ | theme=medical | stage=3
 3541 | generic                        | 學名藥                            | 💊        | chunks=['gen', 'er', 'ic'] | py=ㄐㄜ-ㄋㄝ-ㄌㄧㄎ | theme=medical | stage=2
 3542 | overdose                       | 用藥過量                           | 💊        | chunks=['o', 'ver', 'dose'] | py=ㄛ-ㄈㄜ-ㄉㄛㄙ | theme=medical | stage=2
 3543 | withdrawal                     | 戒斷                             | 😖        | chunks=['with', 'draw', 'al'] | py=ㄨㄧㄒ-ㄉㄌㄛ-ㄦ | theme=medical | stage=3 base=withdraw
 3544 | addiction                      | 成癮                             | ⚠️       | chunks=['ad', 'dic', 'tion'] | py=ㄚ-ㄉㄧㄎ-ㄒㄣ | theme=medical | stage=2
