# 字 4500-4999
 4500 | steppe                         | 大草原                            | 🌾        | chunks=['st', 'eppe'] | py=ㄙㄉㄝㄆ | theme=geography | stage=3
 4669 | arrest                         | 逮捕                             | 🚔        | chunks=['ar', 'rest'] | py=ㄚ-ㄌㄝㄙㄊ | theme=crime | stage=1
 4670 | witness                        | 目擊者                            | 👁️       | chunks=['wit', 'ness'] | py=ㄨㄧㄊ-ㄋㄝㄙ | theme=crime | stage=2
 4671 | interrogate                    | 審問                             | 🕵️       | chunks=['in', 'ter', 'ro', 'gate'] | py=ㄧㄣ-ㄊㄝ-ㄌㄜ-ㄍㄟㄊ | theme=crime | stage=3
 4672 | interrogation                  | 審問                             | 🕵️       | chunks=['in', 'ter', 'ro', 'ga', 'tion'] | py=ㄧㄣ-ㄊㄝ-ㄌㄜ-ㄍㄟ-ㄒㄣ | theme=crime | stage=3 base=interrogate
 4673 | detain                         | 拘留                             | 🔒        | chunks=['de', 'tain'] | py=ㄉㄧ-ㄊㄝㄣ | theme=crime | stage=3
 4674 | custody                        | 監護                             | 🔒        | chunks=['cus', 'to', 'dy'] | py=ㄎㄚㄙ-ㄊㄜ-ㄉㄧ | theme=crime | stage=2
 4675 | investigation                  | 調查                             | 🕵️       | chunks=['in', 'ves', 'ti', 'ga', 'tion'] | py=ㄧㄣ-ㄈㄝㄙ-ㄊㄜ-ㄍㄝ-ㄒㄣ | theme=crime | stage=2 base=investigate
 4676 | evidence                       | 證據                             | 🔍        | chunks=['ev', 'i', 'dence'] | py=ㄝ-ㄈㄜ-ㄉㄣㄙ | theme=crime | stage=2
 4677 | crimescene                     | 犯罪現場                           | 🚨        | chunks=['crime', 'scene'] | py=ㄎㄖㄞㄇ-ㄒㄧㄣ | theme=crime | stage=2
 4678 | autopsy                        | 解剖                             | ⚰️       | chunks=['au', 'top', 'sy'] | py=ㄛ-ㄊㄚㄆ-ㄒㄧ | theme=crime | stage=3
 4679 | forensic                       | 法醫的                            | 🔬        | chunks=['fo', 'ren', 'sic'] | py=ㄈㄜ-ㄖㄣ-ㄗㄧㄎ | theme=crime | stage=3
 4680 | forensics                      | 鑑識                             | 🔬        | chunks=['fo', 'ren', 'sics'] | py=ㄈㄜ-ㄖㄣ-ㄗㄧㄎㄙ | theme=crime | stage=3
 4681 | verdict                        | 裁決                             | ⚖️       | chunks=['ver', 'dict'] | py=ㄈㄜ-ㄉㄧㄎㄊ | theme=crime | stage=2
 4682 | conviction                     | 定罪                             | ⚖️       | chunks=['con', 'vic', 'tion'] | py=ㄎㄚㄣ-ㄈㄧㄎ-ㄒㄣ | theme=crime | stage=3 base=convict
 4683 | acquittal                      | 無罪                             | ⚖️       | chunks=['ac', 'quit', 'tal'] | py=ㄚ-ㄎㄨㄧ-ㄉㄦ | theme=crime | stage=3
 4684 | parole                         | 假釋                             | 🔓        | chunks=['pa', 'role'] | py=ㄆㄜ-ㄌㄛㄛ | theme=crime | stage=3
 4685 | probation                      | 緩刑                             | 📋        | chunks=['pro', 'ba', 'tion'] | py=ㄆㄜ-ㄅㄝ-ㄒㄣ | theme=crime | stage=3
 4686 | bail                           | 保釋金                            | 💰        | chunks=['b', 'ail'] | py=ㄅㄝㄦ | theme=crime | stage=2 [有易混提示]
 4687 | cybercrime                     | 網路犯罪                           | 💻        | chunks=['cy', 'ber', 'crime'] | py=ㄙㄞ-ㄅㄜ-ㄎㄌㄞㄇ | theme=crime | stage=2
 4688 | identitytheft                  | 身分盜用                           | 🆔        | chunks=['i', 'den', 'ti', 'ty', 'theft'] | py=ㄞ-ㄉㄣ-ㄊㄜ-ㄊㄧ-ㄙㄝㄈㄊ | theme=crime | stage=3
 4689 | piracy                         | 盜版                             | 🏴‍☠️     | chunks=['pi', 'ra', 'cy'] | py=ㄆㄞ-ㄌㄜ-ㄒㄧ | theme=crime | stage=3
 4690 | pirate                         | 海盜                             | 🏴‍☠️     | chunks=['pi', 'rate'] | py=ㄆㄞ-ㄌㄝㄊ | theme=crime | stage=1 [有易混提示]
 4691 | trespass                       | 擅闖                             | 🚫        | chunks=['tres', 'pass'] | py=ㄊㄌㄝㄙ-ㄆㄚㄙ | theme=crime | stage=3
 4692 | trespassing                    | 非法侵入                           | 🚫        | chunks=['tres', 'pass', 'ing'] | py=ㄊㄌㄝㄙ-ㄆㄚㄙ-ㄧㄥ | theme=crime | stage=3
 4693 | vagrancy                       | 流浪罪                            | 🚔        | chunks=['va', 'gran', 'cy'] | py=ㄈㄟ-ㄍㄌㄢ-ㄙㄧ | theme=crime | stage=3
 4694 | loitering                      | 閒晃                             | 🚔        | chunks=['loi', 'ter', 'ing'] | py=ㄌㄛㄧ-ㄊㄜ-ㄧㄥ | theme=crime | stage=3
 4695 | kidnapper                      | 綁匪                             | 🚔        | chunks=['kid', 'nap', 'per'] | py=ㄎㄧㄉ-ㄋㄚ-ㄆㄜ | theme=crime | stage=2 base=kidnap
 4696 | perpetrator                    | 加害者                            | 🚔        | chunks=['per', 'pe', 'tra', 'tor'] | py=ㄆㄜ-ㄆㄜ-ㄊㄌㄝ-ㄊㄜ | theme=crime | stage=3
 4697 | thuggery                       | 暴行                             | 💥        | chunks=['thug', 'ger', 'y'] | py=ㄙㄚ-ㄍㄜ-ㄌㄧ | theme=crime | stage=3
 4698 | law                            | 法律                             | ⚖️       | chunks=['l', 'aw'] | py=ㄌㄛ | theme=law | stage=0
 4699 | legal                          | 合法的、法律的                        | ⚖️       | chunks=['le', 'gal'] | py=ㄌㄧ-ㄍㄦ | theme=law | stage=1
 4700 | illegal                        | 非法的                            | 🚫        | chunks=['il', 'le', 'gal'] | py=ㄧ-ㄌㄧ-ㄍㄦ | theme=law | stage=1 base=legal
 4701 | lawful                         | 合法的                            | ⚖️       | chunks=['law', 'ful'] | py=ㄌㄛ-ㄈㄜ | theme=law | stage=2 base=law
 4702 | unlawful                       | 違法的                            | 🚫        | chunks=['un', 'law', 'ful'] | py=ㄚㄣ-ㄌㄛ-ㄈㄜ | theme=law | stage=2 base=lawful
 4703 | jury                           | 陪審團                            | ⚖️       | chunks=['ju', 'ry'] | py=ㄐㄨ-ㄌㄧ | theme=law | stage=2 [有易混提示]
 4704 | juror                          | 陪審員                            | ⚖️       | chunks=['ju', 'ror'] | py=ㄐㄨ-ㄌㄜ | theme=law | stage=3
 4705 | hearing                        | 聽證會                            | ⚖️       | chunks=['hear', 'ing'] | py=ㄏㄧㄦ-ㄧㄥ | theme=law | stage=2 [有易混提示]
 4706 | appeal                         | 上訴                             | ⚖️       | chunks=['ap', 'peal'] | py=ㄚ-ㄆㄧㄦ | theme=law | stage=2 [有易混提示]
 4707 | retrial                        | 重審                             | ⚖️       | chunks=['re', 'tri', 'al'] | py=ㄖㄧ-ㄊㄖㄞ-ㄛ | theme=law | stage=3
 4708 | penalty                        | 刑罰                             | ⚖️       | chunks=['pen', 'al', 'ty'] | py=ㄆㄝ-ㄋㄦ-ㄊㄧ | theme=law | stage=2
 4709 | punishment                     | 處罰                             | ⚖️       | chunks=['pun', 'ish', 'ment'] | py=ㄆㄚ-ㄋㄧㄒ-ㄇㄣㄊ | theme=law | stage=1 base=punish
 4710 | capitalpunishment              | 死刑                             | ⚖️       | chunks=['cap', 'i', 'tal', 'pun', 'ish', 'ment'] | py=ㄎㄚ-ㄆㄜ-ㄉㄛ-ㄆㄚ-ㄋㄧㄒ-ㄇㄣㄊ | theme=law | stage=3
 4711 | deathpenalty                   | 死刑                             | ⚖️       | chunks=['death', 'pen', 'al', 'ty'] | py=ㄉㄝㄙ-ㄆㄝ-ㄋㄦ-ㄊㄧ | theme=law | stage=2
 4712 | statute                        | 法令                             | 📜        | chunks=['stat', 'ute'] | py=ㄙㄉㄚ-ㄑㄨㄊ | theme=law | stage=3 [有易混提示]
 4713 | amendment                      | 修正案                            | 📜        | chunks=['a', 'mend', 'ment'] | py=ㄚ-ㄇㄣㄉ-ㄇㄣㄊ | theme=law | stage=2 base=amend
 4714 | ratify                         | 批准                             | 📜        | chunks=['rat', 'i', 'fy'] | py=ㄌㄚ-ㄊㄜ-ㄈㄞ | theme=law | stage=3
 4715 | ratification                   | 批准                             | 📜        | chunks=['rat', 'i', 'fi', 'ca', 'tion'] | py=ㄌㄚ-ㄊㄜ-ㄈㄜ-ㄎㄝ-ㄒㄣ | theme=law | stage=3
 4716 | rights                         | 權利                             | ✊        | chunks=['r', 'ights'] | py=ㄌㄞㄊㄗ | theme=law | stage=2
 4717 | liberty                        | 自由                             | 🕊️       | chunks=['lib', 'er', 'ty'] | py=ㄌㄧ-ㄅㄜ-ㄊㄧ | theme=law | stage=2
 4718 | freedom                        | 自由                             | 🕊️       | chunks=['free', 'dom'] | py=ㄈㄌㄧ-ㄉㄣ | theme=law | stage=1
 4719 | clause                         | 條款                             | 📜        | chunks=['cl', 'ause'] | py=ㄎㄌㄛㄗ | theme=law | stage=3
 4720 | provision                      | 條款                             | 📜        | chunks=['pro', 'vi', 'sion'] | py=ㄆㄜ-ㄈㄧ-ㄓㄣ | theme=law | stage=3
 4721 | notary                         | 公證人                            | 📋        | chunks=['no', 'ta', 'ry'] | py=ㄋㄛ-ㄊㄝ-ㄌㄧ | theme=law | stage=3
 4722 | testimony                      | 證詞                             | ⚖️       | chunks=['tes', 'ti', 'mo', 'ny'] | py=ㄊㄝㄙ-ㄊㄜ-ㄇㄛ-ㄋㄧ | theme=law | stage=2
 4723 | testify                        | 作證                             | ⚖️       | chunks=['tes', 'ti', 'fy'] | py=ㄊㄝㄙ-ㄊㄜ-ㄈㄞ | theme=law | stage=2
 4724 | oath                           | 宣誓                             | 📜        | chunks=['o', 'ath'] | py=ㄛㄙ | theme=law | stage=2 [有易混提示]
 4725 | perjury                        | 偽證                             | 📜        | chunks=['per', 'ju', 'ry'] | py=ㄆㄜ-ㄐㄜ-ㄌㄧ | theme=law | stage=3
 4726 | plea                           | 答辯                             | ⚖️       | chunks=['pl', 'ea'] | py=ㄆㄌㄧ | theme=law | stage=3 [有易混提示]
 4727 | innocent                       | 無罪的、清白的、天真的                    | 😇        | chunks=['in', 'no', 'cent'] | py=ㄧ-ㄋㄜ-ㄙㄣㄊ | theme=law | stage=2 [有易混提示]
 4728 | alibi                          | 不在場證明                          | ⚖️       | chunks=['al', 'i', 'bi'] | py=ㄚ-ㄌㄜ-ㄅㄞ | theme=law | stage=3
 4729 | warrant                        | 令狀                             | 📜        | chunks=['war', 'rant'] | py=ㄨㄛ-ㄌㄣㄊ | theme=law | stage=3
 4730 | subpoena                       | 傳票                             | 📜        | chunks=['sub', 'poe', 'na'] | py=ㄙㄜ-ㄆㄧ-ㄋㄚ | theme=law | stage=3
 4731 | injunction                     | 禁制令                            | 🚫        | chunks=['in', 'junc', 'tion'] | py=ㄧㄣ-ㄐㄚㄣㄎ-ㄒㄣ | theme=law | stage=3
 4732 | prenup                         | 婚前協議                           | 📜        | chunks=['pre', 'nup'] | py=ㄆㄌㄧ-ㄋㄚㄆ | theme=law | stage=3
 4733 | testament                      | 遺囑                             | 📜        | chunks=['tes', 'ta', 'ment'] | py=ㄊㄝㄙ-ㄊㄜ-ㄇㄣㄊ | theme=law | stage=3
 4734 | inheritance                    | 遺產                             | 💰        | chunks=['in', 'her', 'i', 'tance'] | py=ㄧㄣ-ㄏㄝ-ㄌㄜ-ㄊㄢㄙ | theme=law | stage=2
 4735 | negligence                     | 疏忽                             | ⚠️       | chunks=['neg', 'li', 'gence'] | py=ㄋㄝㄍ-ㄌㄜ-ㄐㄣㄙ | theme=law | stage=3
 4736 | slander                        | 誹謗                             | 💬        | chunks=['slan', 'der'] | py=ㄙㄌㄚㄣ-ㄉㄜ | theme=law | stage=3
 4737 | libel                          | 誹謗罪                            | 📰        | chunks=['li', 'bel'] | py=ㄌㄞ-ㄅㄜ | theme=law | stage=3 [有易混提示]
 4738 | defamation                     | 中傷                             | 💬        | chunks=['def', 'a', 'ma', 'tion'] | py=ㄉㄝ-ㄈㄜ-ㄇㄟ-ㄒㄣ | theme=law | stage=3
 4739 | jurisdiction                   | 管轄權                            | ⚖️       | chunks=['ju', 'ris', 'dic', 'tion'] | py=ㄐㄨ-ㄖㄧㄙ-ㄉㄧㄎ-ㄒㄣ | theme=law | stage=3
 4740 | federal                        | 聯邦的                            | 🏛️       | chunks=['fed', 'er', 'al'] | py=ㄈㄝ-ㄉㄜ-ㄖㄛ | theme=law | stage=2
 4741 | supremecourt                   | 最高法院                           | ⚖️       | chunks=['su', 'preme', 'court'] | py=ㄙㄨ-ㄆㄌㄧㄇ-ㄎㄛㄦㄊ | theme=law | stage=2
 4742 | prosecution                    | 檢方                             | ⚖️       | chunks=['pros', 'e', 'cu', 'tion'] | py=ㄆㄖㄚ-ㄙㄜ-ㄎㄧㄨ-ㄒㄣ | theme=law | stage=3 base=prosecute
 4743 | defense                        | 辯方                             | ⚖️       | chunks=['de', 'fense'] | py=ㄉㄧ-ㄈㄣㄙ | theme=law | stage=2 [有易混提示]
 4744 | felony                         | 重罪                             | ⚖️       | chunks=['fel', 'o', 'ny'] | py=ㄈㄝ-ㄌㄜ-ㄋㄧ | theme=law | stage=3
 4745 | misdemeanor                    | 輕罪                             | ⚖️       | chunks=['mis', 'de', 'mea', 'nor'] | py=ㄇㄧㄙ-ㄉㄜ-ㄇㄧ-ㄋㄜ | theme=law | stage=3
 4746 | mediation                      | 調解                             | 🤝        | chunks=['me', 'di', 'a', 'tion'] | py=ㄇㄧ-ㄉㄧ-ㄝ-ㄒㄣ | theme=law | stage=3
 4747 | arbitration                    | 仲裁                             | ⚖️       | chunks=['ar', 'bi', 'tra', 'tion'] | py=ㄚㄦ-ㄅㄜ-ㄊㄌㄝ-ㄒㄣ | theme=law | stage=3
 4748 | loophole                       | 漏洞                             | 🕳️       | chunks=['loop', 'hole'] | py=ㄌㄨㄆ-ㄏㄛㄛ | theme=law | stage=3
 4749 | precedent                      | 判例                             | 📜        | chunks=['pre', 'ce', 'dent'] | py=ㄆㄌㄝ-ㄙㄜ-ㄉㄣㄊ | theme=law | stage=3
 4750 | gavel                          | 法槌                             | ⚖️       | chunks=['gav', 'el'] | py=ㄍㄚ-ㄈㄦ | theme=law | stage=3
 4751 | solicitor                      | 事務律師                           | ⚖️       | chunks=['so', 'lic', 'i', 'tor'] | py=ㄙㄜ-ㄌㄧ-ㄙㄜ-ㄊㄜ | theme=law | stage=3
 4752 | barrister                      | 出庭律師                           | ⚖️       | chunks=['bar', 'ris', 'ter'] | py=ㄅㄝ-ㄖㄧㄙ-ㄊㄜ | theme=law | stage=3
 4753 | counsel                        | 法律顧問                           | ⚖️       | chunks=['coun', 'sel'] | py=ㄎㄠㄣ-ㄙㄜ | theme=law | stage=3 [有易混提示]
 4754 | justice                        | 正義                             | ⚖️       | chunks=['jus', 'tice'] | py=ㄐㄚㄙ-ㄊㄧㄙ | theme=law | stage=2
 4755 | judgment                       | 判決                             | ⚖️       | chunks=['judg', 'ment'] | py=ㄐㄚㄐ-ㄇㄣㄊ | theme=law | stage=2 base=judge
 4756 | ruling                         | 裁決                             | ⚖️       | chunks=['rul', 'ing'] | py=ㄖㄨ-ㄌㄧㄥ | theme=law | stage=2 base=rule
 4757 | dismissed                      | 撤銷                             | ⚖️       | chunks=['dis', 'missed'] | py=ㄉㄧㄙ-ㄇㄧㄙㄊ | theme=law | stage=2
 4758 | dismiss                        | 撤銷                             | ⚖️       | chunks=['dis', 'miss'] | py=ㄉㄧㄙ-ㄇㄧㄙ | theme=law | stage=2
 4759 | accuse                         | 指控                             | ⚖️       | chunks=['ac', 'cuse'] | py=ㄚ-ㄎㄧㄨㄗ | theme=law | stage=2
 4760 | accusation                     | 指控                             | ⚖️       | chunks=['ac', 'cu', 'sa', 'tion'] | py=ㄚ-ㄎㄧㄨ-ㄗㄝ-ㄒㄣ | theme=law | stage=2 base=accuse
 4761 | plead                          | 答辯                             | 🙏        | chunks=['pl', 'ead'] | py=ㄆㄌㄧㄉ | theme=law | stage=2 [有易混提示]
 4762 | mistrial                       | 審判無效                           | ⚖️       | chunks=['mis', 'tri', 'al'] | py=ㄇㄧㄙ-ㄊㄖㄞ-ㄛ | theme=law | stage=3
 4763 | tribunal                       | 特別法庭                           | ⚖️       | chunks=['tri', 'bu', 'nal'] | py=ㄊㄖㄞ-ㄅㄧㄨ-ㄋㄛ | theme=law | stage=3
 4764 | deposition                     | 證詞                             | 📜        | chunks=['dep', 'o', 'si', 'tion'] | py=ㄉㄝ-ㄆㄜ-ㄗㄜ-ㄒㄣ | theme=law | stage=3
 4765 | affidavit                      | 宣誓書                            | 📜        | chunks=['af', 'fi', 'da', 'vit'] | py=ㄚ-ㄈㄜ-ㄉㄝ-ㄈㄧㄊ | theme=law | stage=3
 4766 | indictment                     | 起訴書                            | 📜        | chunks=['in', 'dict', 'ment'] | py=ㄧㄣ-ㄉㄞㄊ-ㄇㄣㄊ | theme=law | stage=3
 4767 | prosecute                      | 起訴                             | ⚖️       | chunks=['pros', 'e', 'cute'] | py=ㄆㄖㄚ-ㄙㄜ-ㄎㄧㄨㄊ | theme=law | stage=2
 4768 | sue                            | 控告                             | ⚖️       | chunks=['s', 'ue'] | py=ㄙㄨ | theme=law | stage=2 [有易混提示]
 4769 | lawbreaker                     | 違法者                            | 🚔        | chunks=['law', 'break', 'er'] | py=ㄌㄛ-ㄅㄌㄝㄎ-ㄜ | theme=law | stage=3
 4770 | counterclaim                   | 反訴                             | ⚖️       | chunks=['coun', 'ter', 'claim'] | py=ㄎㄠㄣ-ㄊㄜ-ㄎㄌㄟㄇ | theme=law | stage=3
 4771 | lawmaker                       | 立法者                            | 🏛️       | chunks=['law', 'mak', 'er'] | py=ㄌㄛ-ㄇㄝ-ㄎㄜ | theme=law | stage=2
 4772 | judiciary                      | 司法                             | ⚖️       | chunks=['ju', 'di', 'ci', 'ar', 'y'] | py=ㄐㄨ-ㄉㄧ-ㄒㄜ-ㄝ-ㄌㄧ | theme=law | stage=3
 4773 | arraignment                    | 提審                             | ⚖️       | chunks=['ar', 'raign', 'ment'] | py=ㄜ-ㄖㄟㄣ-ㄇㄣㄊ | theme=law | stage=3
 4774 | summons                        | 傳喚                             | 📜        | chunks=['sum', 'mons'] | py=ㄙㄚ-ㄇㄣㄗ | theme=law | stage=3
 4775 | ordinance                      | 法令                             | 📜        | chunks=['or', 'di', 'nance'] | py=ㄛㄦ-ㄉㄜ-ㄋㄢㄙ | theme=law | stage=3
 4776 | executor                       | 執行人                            | 📜        | chunks=['ex', 'ec', 'u', 'tor'] | py=ㄝㄎㄙ-ㄝㄎ-ㄐㄜ-ㄊㄜ | theme=law | stage=3
 4777 | barexam                        | 律師考                            | ⚖️       | chunks=['bar', 'ex', 'am'] | py=ㄅㄚㄦ-ㄝㄎ-ㄗㄚㄇ | theme=law | stage=3
 4778 | politics                       | 政治                             | 🏛️       | chunks=['pol', 'i', 'tics'] | py=ㄆㄚ-ㄌㄜ-ㄊㄧㄎㄙ | theme=politics | stage=1
 4779 | political                      | 政治的                            | 🏛️       | chunks=['po', 'lit', 'i', 'cal'] | py=ㄆㄜ-ㄌㄧ-ㄊㄜ-ㄎㄜ | theme=politics | stage=1 base=politics
 4780 | politician                     | 政治家                            | 🧑‍💼      | chunks=['pol', 'i', 'ti', 'cian'] | py=ㄆㄚ-ㄌㄜ-ㄊㄜ-ㄒㄢ | theme=politics | stage=1
 4781 | statesman                      | 政治家                            | 🧑‍💼      | chunks=['states', 'man'] | py=ㄙㄉㄝㄗ-ㄇㄢ | theme=politics | stage=2
 4782 | government                     | 政府                             | 🏛️       | chunks=['gov', 'ern', 'ment'] | py=ㄍㄚ-ㄈㄜㄣ-ㄇㄣㄊ | theme=politics | stage=1 base=govern
 4783 | governance                     | 治理                             | 🏛️       | chunks=['gov', 'er', 'nance'] | py=ㄍㄚ-ㄈㄜ-ㄋㄢㄙ | theme=politics | stage=2 base=govern
 4784 | administration                 | 政府、行政                          | 🏛️       | chunks=['ad', 'min', 'is', 'tra', 'tion'] | py=ㄚㄉ-ㄇㄜ-ㄋㄜ-ㄙㄊㄖㄟ-ㄒㄣ | theme=politics | stage=2
 4785 | regime                         | 政權                             | 🏛️       | chunks=['re', 'gime'] | py=ㄌㄝ-ㄐㄧㄇ | theme=politics | stage=2
 4786 | primeminister                  | 總理                             | 🏛️       | chunks=['prime', 'min', 'is', 'ter'] | py=ㄆㄖㄞㄇ-ㄇㄧ-ㄋㄜ-ㄙㄊㄜ | theme=politics | stage=2
 4787 | chancellor                     | 首相                             | 🏛️       | chunks=['chan', 'cel', 'lor'] | py=ㄑㄢ-ㄙㄜ-ㄌㄜ | theme=politics | stage=3
 4788 | deputy                         | 副手                             | 🧑‍💼      | chunks=['dep', 'u', 'ty'] | py=ㄉㄝ-ㄆㄧㄨ-ㄊㄧ | theme=politics | stage=2
 4789 | aide                           | 助理                             | 🧑‍💼      | chunks=['a', 'ide'] | py=ㄝㄉ | theme=politics | stage=3 [有易混提示]
 4790 | congress                       | 國會                             | 🏛️       | chunks=['con', 'gress'] | py=ㄎㄚㄣ-ㄍㄌㄝㄙ | theme=politics | stage=2
 4791 | parliament                     | 議會                             | 🏛️       | chunks=['par', 'lia', 'ment'] | py=ㄆㄚㄦ-ㄌㄧ-ㄇㄣㄊ | theme=politics | stage=2
 4792 | senate                         | 參議院                            | 🏛️       | chunks=['sen', 'ate'] | py=ㄙㄝ-ㄋㄜㄊ | theme=politics | stage=2
 4793 | assembly                       | 議會                             | 🏛️       | chunks=['as', 'sem', 'bly'] | py=ㄚ-ㄙㄝㄇ-ㄅㄌㄧ | theme=politics | stage=2
 4794 | faction                        | 派系                             | 🚩        | chunks=['fac', 'tion'] | py=ㄈㄚㄎ-ㄒㄣ | theme=politics | stage=3
 4795 | coalition                      | 聯盟                             | 🤝        | chunks=['co', 'a', 'li', 'tion'] | py=ㄎㄛ-ㄜ-ㄌㄧ-ㄒㄣ | theme=politics | stage=3
 4796 | bipartisan                     | 兩黨的                            | 🤝        | chunks=['bi', 'par', 'ti', 'san'] | py=ㄅㄞ-ㄆㄚㄦ-ㄊㄜ-ㄗㄣ | theme=politics | stage=3
 4797 | leftwing                       | 左派                             | ⬅️       | chunks=['left', 'wing'] | py=ㄌㄝㄈㄊ-ㄨㄧㄥ | theme=politics | stage=2
 4798 | rightwing                      | 右派                             | ➡️       | chunks=['right', 'wing'] | py=ㄌㄞㄊ-ㄨㄧㄥ | theme=politics | stage=2
 4799 | conservative                   | 保守派                            | 🚩        | chunks=['con', 'ser', 'va', 'tive'] | py=ㄎㄚㄣ-ㄙㄜ-ㄈㄜ-ㄊㄧㄈ | theme=politics | stage=2
 4800 | liberal                        | 自由派                            | 🚩        | chunks=['lib', 'er', 'al'] | py=ㄌㄧ-ㄅㄜ-ㄦ | theme=politics | stage=2
 4801 | moderate                       | 中間派                            | ⚖️       | chunks=['mod', 'er', 'ate'] | py=ㄇㄚ-ㄉㄜ-ㄝㄊ | theme=politics | stage=2 [有易混提示]
 4802 | centrist                       | 中間派                            | ⚖️       | chunks=['cen', 'trist'] | py=ㄙㄝㄣ-ㄊㄌㄧㄙㄊ | theme=politics | stage=3
 4803 | radical                        | 激進的                            | 🚩        | chunks=['rad', 'i', 'cal'] | py=ㄌㄚ-ㄉㄜ-ㄎㄜ | theme=politics | stage=2
 4804 | extremist                      | 極端主義者                          | 🚩        | chunks=['ex', 'trem', 'ist'] | py=ㄝㄎㄙ-ㄊㄌㄧㄇ-ㄧㄙㄊ | theme=politics | stage=3
 4805 | democrat                       | 民主黨人                           | 🚩        | chunks=['dem', 'o', 'crat'] | py=ㄉㄝ-ㄇㄜ-ㄎㄖㄚㄊ | theme=politics | stage=2
 4806 | republican                     | 共和黨人                           | 🚩        | chunks=['re', 'pub', 'li', 'can'] | py=ㄖㄧ-ㄆㄚ-ㄅㄌㄜ-ㄎㄜㄣ | theme=politics | stage=2
 4807 | ideology                       | 意識形態                           | 💭        | chunks=['i', 'de', 'ol', 'o', 'gy'] | py=ㄞ-ㄉㄧ-ㄚ-ㄌㄜ-ㄐㄧ | theme=politics | stage=2
 4808 | doctrine                       | 教條                             | 📜        | chunks=['doc', 'trine'] | py=ㄉㄚㄎ-ㄊㄌㄧㄣ | theme=politics | stage=3
 4809 | manifesto                      | 宣言                             | 📜        | chunks=['man', 'i', 'fes', 'to'] | py=ㄇㄚ-ㄋㄜ-ㄈㄝㄙ-ㄊㄛ | theme=politics | stage=3
 4810 | election                       | 選舉                             | 🗳️       | chunks=['e', 'lec', 'tion'] | py=ㄧ-ㄌㄝㄎ-ㄒㄣ | theme=politics | stage=1
 4811 | vote                           | 投票                             | 🗳️       | chunks=['v', 'ote'] | py=ㄈㄛㄊ | theme=politics | stage=1
 4812 | voting                         | 投票                             | 🗳️       | chunks=['vot', 'ing'] | py=ㄈㄛㄊ-ㄧㄥ | theme=politics | stage=1 base=vote
 4813 | ballot                         | 選票                             | 🗳️       | chunks=['bal', 'lot'] | py=ㄅㄚ-ㄌㄚㄊ | theme=politics | stage=2
 4814 | poll                           | 民調                             | 📊        | chunks=['p', 'oll'] | py=ㄆㄛㄦ | theme=politics | stage=2 [有易混提示]
 4815 | polling                        | 民調                             | 📊        | chunks=['poll', 'ing'] | py=ㄆㄛㄦ-ㄧㄥ | theme=politics | stage=2
 4816 | candidate                      | 候選人                            | 🧑‍💼      | chunks=['can', 'di', 'date'] | py=ㄎㄢ-ㄉㄜ-ㄉㄝㄊ | theme=politics | stage=1
 4817 | nominee                        | 被提名人                           | 🧑‍💼      | chunks=['nom', 'i', 'nee'] | py=ㄋㄚ-ㄇㄜ-ㄋㄧ | theme=politics | stage=2
 4818 | nomination                     | 提名                             | 📋        | chunks=['nom', 'i', 'na', 'tion'] | py=ㄋㄚ-ㄇㄜ-ㄋㄝ-ㄒㄣ | theme=politics | stage=2
 4819 | incumbent                      | 現任者、現任的                        | 🧑‍💼      | chunks=['in', 'cum', 'bent'] | py=ㄧㄣ-ㄎㄚㄇ-ㄅㄣㄊ | theme=politics | stage=3
 4820 | primary                        | 初選                             | 🗳️       | chunks=['pri', 'ma', 'ry'] | py=ㄆㄌㄞ-ㄇㄝ-ㄌㄧ | theme=politics | stage=2 [有易混提示]
 4821 | debate                         | 辯論                             | 💬        | chunks=['de', 'bate'] | py=ㄉㄧ-ㄅㄝㄊ | theme=politics | stage=1
 4822 | speech                         | 演講                             | 🎤        | chunks=['sp', 'eech'] | py=ㄙㄆㄧㄑ | theme=politics | stage=1
 4823 | referendum                     | 公投                             | 🗳️       | chunks=['ref', 'er', 'en', 'dum'] | py=ㄌㄝ-ㄈㄜ-ㄝㄣ-ㄉㄣ | theme=politics | stage=3
 4824 | recall                         | 罷免                             | 🗳️       | chunks=['re', 'call'] | py=ㄖㄧ-ㄎㄛ | theme=politics | stage=2 [有易混提示]
 4825 | constituency                   | 選區                             | 🗺️       | chunks=['con', 'stit', 'u', 'en', 'cy'] | py=ㄎㄚㄣ-ㄙㄉㄧ-ㄑㄨ-ㄣ-ㄒㄧ | theme=politics | stage=3
 4826 | voter                          | 選民                             | 🗳️       | chunks=['vo', 'ter'] | py=ㄈㄛ-ㄊㄜ | theme=politics | stage=1 base=vote
 4827 | electorate                     | 選民群                            | 🗳️       | chunks=['e', 'lec', 'tor', 'ate'] | py=ㄧ-ㄌㄝㄎ-ㄊㄜ-ㄜㄊ | theme=politics | stage=3
 4828 | autocracy                      | 專制                             | 👤        | chunks=['au', 'toc', 'ra', 'cy'] | py=ㄛ-ㄊㄚ-ㄎㄌㄜ-ㄒㄧ | theme=politics | stage=3
 4829 | oligarchy                      | 寡頭政治                           | 👥        | chunks=['ol', 'i', 'gar', 'chy'] | py=ㄚ-ㄌㄜ-ㄍㄚㄦ-ㄎㄧ | theme=politics | stage=3
