# 字 0-1499
    0 | bedtime                        | 就寢時間                           | 🛏️🕘      | chunks=['bed', 'time'] | py=ㄅㄝㄉ-ㄊㄞㄇ | theme=phonics-compound | stage=0
  393 | bank                           | 銀行                             | 🏦        | chunks=['b', 'ank'] | py=ㄅㄝㄣㄎ | theme=money | stage=1
  394 | save                           | 存錢                             | 🐖        | chunks=['s', 'ave'] | py=ㄙㄟㄈ | theme=money | stage=1
  395 | spend                          | 花錢                             | 💸        | chunks=['sp', 'end'] | py=ㄙㄆㄝㄣㄉ | theme=money | stage=1
  396 | loan                           | 借款                             | 💴        | chunks=['l', 'oan'] | py=ㄌㄡㄣ | theme=money | stage=1
  397 | debt                           | 債務                             | 📉        | chunks=['d', 'ebt'] | py=ㄉㄝㄊ | theme=money | stage=1
  398 | rich                           | 富有                             | 💰        | chunks=['r', 'ich'] | py=ㄖㄧㄔ | theme=money | stage=1
  399 | poor                           | 貧窮                             | 🥲        | chunks=['p', 'oor'] | py=ㄆㄨㄦ | theme=money | stage=1
  400 | cheap                          | 便宜                             | 💲        | chunks=['ch', 'eap'] | py=ㄔㄧㄆ | theme=money | stage=1
  401 | expensive                      | 貴                              | 💎        | chunks=['ex', 'pen', 'sive'] | py=ㄧㄎㄙ-ㄆㄝㄣ-ㄒㄧㄈ | theme=money | stage=1 base=expense
  402 | sick                           | 生病                             | 🤒        | chunks=['s', 'ick'] | py=ㄒㄧㄎ | theme=health | stage=1
  403 | pain                           | 痛                              | 😣        | chunks=['p', 'ain'] | py=ㄆㄟㄣ | theme=health | stage=1
  404 | cough                          | 咳嗽                             | 😷        | chunks=['c', 'ough'] | py=ㄎㄚㄈ | theme=health | stage=1
  405 | fever                          | 發燒                             | 🤒        | chunks=['fe', 'ver'] | py=ㄈㄧ-ㄈㄜ | theme=health | stage=1
  406 | flu                            | 流感                             | 🤧        | chunks=['fl', 'u'] | py=ㄈㄌㄨ | theme=health | stage=1 [有易混提示]
  407 | medicine                       | 藥                              | 💊        | chunks=['me', 'di', 'cine'] | py=ㄇㄝ-ㄉㄧ-ㄒㄣ | theme=health | stage=1
  408 | pill                           | 藥丸                             | 💊        | chunks=['p', 'ill'] | py=ㄆㄧㄛ | theme=health | stage=1
  409 | hospital                       | 醫院                             | 🏥        | chunks=['hos', 'pi', 'tal'] | py=ㄏㄚㄙ-ㄆㄧ-ㄊㄛ | theme=health | stage=1
  410 | dentist                        | 牙醫                             | 🦷        | chunks=['den', 'tist'] | py=ㄉㄝㄣ-ㄊㄧㄙㄊ | theme=health | stage=1
  411 | blood                          | 血                              | 🩸        | chunks=['bl', 'ood'] | py=ㄅㄌㄚㄉ | theme=health | stage=1
  412 | bone                           | 骨頭                             | 🦴        | chunks=['b', 'one'] | py=ㄅㄛㄣ | theme=health | stage=1
  413 | exercise                       | 運動                             | 🏋️       | chunks=['ex', 'er', 'cise'] | py=ㄝㄎ-ㄗㄦ-ㄙㄞㄗ | theme=health | stage=1
  414 | diet                           | 飲食                             | 🥗        | chunks=['di', 'et'] | py=ㄉㄞ-ㄝㄊ | theme=health | stage=1
  415 | vitamin                        | 維他命                            | 💊        | chunks=['vi', 'ta', 'min'] | py=ㄈㄞ-ㄊㄜ-ㄇㄧㄣ | theme=health | stage=1
  416 | clinic                         | 診所                             | 🏥        | chunks=['cli', 'nic'] | py=ㄎㄌㄧ-ㄋㄧㄎ | theme=health | stage=1
  417 | patient                        | 病人                             | 🧑‍⚕️     | chunks=['pa', 'tient'] | py=ㄆㄟ-ㄒㄣㄊ | theme=health | stage=1
  418 | headache                       | 頭痛                             | 🤕        | chunks=['head', 'ache'] | py=ㄏㄝㄉ-ㄟㄎ | theme=health | stage=1
  419 | computer                       | 電腦                             | 💻        | chunks=['com', 'pu', 'ter'] | py=ㄎㄚㄇ-ㄆㄧㄨ-ㄊㄜ | theme=technology | stage=2 base=compute
  420 | phone                          | 手機                             | 📱        | chunks=['ph', 'one'] | py=ㄈㄛㄣ | theme=technology | stage=2
  421 | tablet                         | 平板                             | 📱        | chunks=['tab', 'let'] | py=ㄊㄝ-ㄅㄌㄝㄊ | theme=technology | stage=2
  422 | laptop                         | 筆電                             | 💻        | chunks=['lap', 'top'] | py=ㄌㄝㄆ-ㄊㄚㄆ | theme=technology | stage=2
  423 | keyboard                       | 鍵盤                             | ⌨️       | chunks=['key', 'board'] | py=ㄎㄧ-ㄅㄛㄦㄉ | theme=technology | stage=2
  424 | screen                         | 螢幕                             | 📺        | chunks=['scr', 'een'] | py=ㄙㄎㄦㄧㄣ | theme=technology | stage=2
  425 | charger                        | 充電器                            | 🔌        | chunks=['char', 'ger'] | py=ㄔㄚㄦ-ㄐㄜ | theme=technology | stage=2 base=charge
  426 | battery                        | 電池                             | 🔋        | chunks=['bat', 'ter', 'y'] | py=ㄅㄝ-ㄊㄜ-ㄖㄧ | theme=technology | stage=2
  427 | software                       | 軟體                             | 💿        | chunks=['soft', 'ware'] | py=ㄙㄚㄈㄊ-ㄨㄟㄦ | theme=technology | stage=2
  428 | wifi                           | Wi-Fi 無線網路                     | 📶        | chunks=['wi', 'fi'] | py=ㄨㄞ-ㄈㄞ | theme=technology | stage=2
  429 | email                          | 電子郵件                           | 📧        | chunks=['e', 'mail'] | py=ㄧ-ㄇㄟㄛ | theme=technology | stage=2
  430 | password                       | 密碼                             | 🔒        | chunks=['pass', 'word'] | py=ㄆㄝㄙ-ㄨㄦㄉ | theme=technology | stage=2
  431 | file                           | 檔案                             | 📄        | chunks=['f', 'ile'] | py=ㄈㄞㄛ | theme=technology | stage=2
  432 | folder                         | 資料夾                            | 📁        | chunks=['fol', 'der'] | py=ㄈㄛㄛ-ㄉㄜ | theme=technology | stage=2 base=fold
  433 | download                       | 下載                             | ⬇️       | chunks=['down', 'load'] | py=ㄉㄠㄣ-ㄌㄛㄉ | theme=technology | stage=2
  434 | update                         | 更新                             | 🔄        | chunks=['up', 'date'] | py=ㄚㄆ-ㄉㄟㄊ | theme=technology | stage=2
  435 | code                           | 程式碼                            | ⌨️       | chunks=['c', 'ode'] | py=ㄎㄛㄉ | theme=technology | stage=2
  436 | go                             | 去                              | 🚶        | chunks=['g', 'o'] | py=ㄍㄛ | theme=actions | stage=0
  437 | come                           | 來                              | 👉        | chunks=['c', 'ome'] | py=ㄎㄚㄇ | theme=actions | stage=0
  438 | see                            | 看見                             | 👀        | chunks=['s', 'ee'] | py=ㄒㄧ | theme=actions | stage=0 [有易混提示]
  439 | look                           | 看                              | 👁️       | chunks=['l', 'ook'] | py=ㄌㄨㄎ | theme=actions | stage=0
  440 | hear                           | 聽到                             | 👂        | chunks=['h', 'ear'] | py=ㄏㄧㄦ | theme=actions | stage=0 [有易混提示]
  441 | listen                         | 聆聽                             | 🎧        | chunks=['lis', 'ten'] | py=ㄌㄧㄙ-ㄣ | theme=actions | stage=1
  442 | talk                           | 說話                             | 💬        | chunks=['t', 'alk'] | py=ㄊㄛㄎ | theme=actions | stage=0
  443 | speak                          | 說                              | 🗣️       | chunks=['sp', 'eak'] | py=ㄙㄆㄧㄎ | theme=actions | stage=1 [有易混提示]
  444 | say                            | 說                              | 💭        | chunks=['s', 'ay'] | py=ㄙㄟ | theme=actions | stage=0 [有易混提示]
  445 | tell                           | 告訴                             | 📢        | chunks=['t', 'ell'] | py=ㄊㄝㄦ | theme=actions | stage=0 [有易混提示]
  446 | ask                            | 問                              | ❓        | chunks=['a', 'sk'] | py=ㄚㄙㄎ | theme=actions | stage=0
  447 | answer                         | 回答                             | ✅        | chunks=['an', 'swer'] | py=ㄢ-ㄙㄜㄦ | theme=actions | stage=1
  448 | think                          | 想                              | 🤔        | chunks=['th', 'ink'] | py=ㄒㄧㄣㄎ | theme=actions | stage=0
  449 | know                           | 知道                             | 🧠        | chunks=['kn', 'ow'] | py=ㄋㄛ | theme=actions | stage=0 [有易混提示]
  450 | learn                          | 學習                             | 📚        | chunks=['l', 'earn'] | py=ㄌㄦㄣ | theme=actions | stage=1 [有易混提示]
  451 | teach                          | 教                              | 👩‍🏫      | chunks=['t', 'each'] | py=ㄊㄧㄑ | theme=actions | stage=1 [有易混提示]
  452 | study                          | 研讀、用功                          | 📖        | chunks=['stu', 'dy'] | py=ㄙㄉㄚ-ㄉㄧ | theme=actions | stage=1
  453 | work                           | 工作                             | 💼        | chunks=['w', 'ork'] | py=ㄨㄦㄎ | theme=actions | stage=0
  454 | play                           | 玩                              | 🎮        | chunks=['pl', 'ay'] | py=ㄆㄌㄟ | theme=actions | stage=0
  455 | make                           | 製作                             | 🔨        | chunks=['m', 'ake'] | py=ㄇㄟㄎ | theme=actions | stage=0
  456 | do                             | 做                              | ✔️       | chunks=['d', 'o'] | py=ㄉㄨ | theme=actions | stage=0
  457 | have                           | 有                              | 🤲        | chunks=['h', 'ave'] | py=ㄏㄚㄈ | theme=actions | stage=0
  458 | get                            | 得到                             | 🎁        | chunks=['g', 'et'] | py=ㄍㄝㄊ | theme=actions | stage=0
  459 | give                           | 給                              | 🎀        | chunks=['g', 'ive'] | py=ㄍㄧㄈ | theme=actions | stage=0
  460 | take                           | 拿                              | 🫳        | chunks=['t', 'ake'] | py=ㄊㄟㄎ | theme=actions | stage=0 [有易混提示]
  461 | put                            | 放                              | 📥        | chunks=['p', 'ut'] | py=ㄆㄨㄊ | theme=actions | stage=0 base=put
  462 | bring                          | 帶來                             | 🤲        | chunks=['br', 'ing'] | py=ㄅㄌㄧㄥ | theme=actions | stage=1 [有易混提示]
  463 | carry                          | 攜帶                             | 🧳        | chunks=['car', 'ry'] | py=ㄎㄚ-ㄌㄧ | theme=actions | stage=1
  464 | hold                           | 握住                             | ✊        | chunks=['h', 'old'] | py=ㄏㄛㄉ | theme=actions | stage=0
  465 | open                           | 打開                             | 📭        | chunks=['o', 'pen'] | py=ㄛ-ㄆㄣ | theme=actions | stage=0
  466 | close                          | 關閉                             | 🔒        | chunks=['cl', 'ose'] | py=ㄎㄌㄛㄗ | theme=actions | stage=0
  467 | start                          | 開始                             | 🟢        | chunks=['st', 'art'] | py=ㄙㄉㄚㄦㄊ | theme=actions | stage=0
  468 | stop                           | 停止                             | 🛑        | chunks=['st', 'op'] | py=ㄙㄉㄚㄆ | theme=actions | stage=0
  469 | finish                         | 完成                             | 🎨        | chunks=['fin', 'ish'] | py=ㄈㄧㄣ-ㄧㄒ | theme=actions | stage=1
  470 | begin                          | 開始                             | 🆕        | chunks=['be', 'gin'] | py=ㄅㄧ-ㄍㄧㄣ | theme=actions | stage=1
  471 | end                            | 結束                             | 🔚        | chunks=['e', 'nd'] | py=ㄝㄣㄉ | theme=actions | stage=0
  472 | wait                           | 等                              | ⏳        | chunks=['w', 'ait'] | py=ㄨㄟㄊ | theme=actions | stage=0 [有易混提示]
  473 | find                           | 找到                             | 🔍        | chunks=['f', 'ind'] | py=ㄈㄞㄣㄉ | theme=actions | stage=0
  474 | lose                           | 失去                             | 😢        | chunks=['l', 'ose'] | py=ㄌㄨㄗ | theme=actions | stage=1 [有易混提示]
  475 | pay                            | 付錢                             | 💳        | chunks=['p', 'ay'] | py=ㄆㄟ | theme=actions | stage=0
  476 | use                            | 使用                             | 🔧        | chunks=['u', 'se'] | py=ㄧㄨㄗ | theme=actions | stage=0
  477 | wash                           | 洗                              | 🧼        | chunks=['w', 'ash'] | py=ㄨㄚㄒ | theme=actions | stage=0
  478 | clean                          | 清潔                             | 🧽        | chunks=['cl', 'ean'] | py=ㄎㄌㄧㄣ | theme=actions | stage=0
  479 | cut                            | 切                              | 🔪        | chunks=['c', 'ut'] | py=ㄎㄚㄊ | theme=actions | stage=0 base=cut
  480 | break                          | 打破                             | 💔        | chunks=['br', 'eak'] | py=ㄅㄌㄟㄎ | theme=actions | stage=1 [有易混提示]
  481 | fix                            | 修理                             | 🛠️       | chunks=['f', 'ix'] | py=ㄈㄧㄎㄙ | theme=actions | stage=0
  482 | build                          | 建造                             | 🏗️       | chunks=['b', 'uild'] | py=ㄅㄧㄦㄉ | theme=actions | stage=1
  483 | fall                           | 跌倒                             | 🤕        | chunks=['f', 'all'] | py=ㄈㄛㄦ | theme=actions | stage=0
  484 | throw                          | 丟                              | 🏐        | chunks=['thr', 'ow'] | py=ㄙㄌㄛ | theme=actions | stage=1
  485 | catch                          | 接住                             | 🥎        | chunks=['c', 'atch'] | py=ㄎㄚㄑ | theme=actions | stage=1
  486 | push                           | 推                              | 👐        | chunks=['p', 'ush'] | py=ㄆㄨㄒ | theme=actions | stage=0
  487 | pull                           | 拉                              | 🪢        | chunks=['p', 'ull'] | py=ㄆㄨㄦ | theme=actions | stage=0
  488 | lift                           | 抬起                             | 🏋️       | chunks=['l', 'ift'] | py=ㄌㄧㄈㄊ | theme=actions | stage=0
  489 | drop                           | 掉                              | 💧        | chunks=['dr', 'op'] | py=ㄉㄌㄚㄆ | theme=actions | stage=0
  490 | hit                            | 打                              | 👊        | chunks=['h', 'it'] | py=ㄏㄧㄊ | theme=actions | stage=0 base=hit
  491 | kick                           | 踢                              | 🦵        | chunks=['k', 'ick'] | py=ㄎㄧㄎ | theme=actions | stage=0
  492 | ride                           | 騎                              | 🚲        | chunks=['r', 'ide'] | py=ㄌㄞㄉ | theme=actions | stage=0
  493 | drive                          | 開車                             | 🎨        | chunks=['dr', 'ive'] | py=ㄉㄌㄞㄈ | theme=actions | stage=1
  494 | fly                            | 飛                              | ✈️       | chunks=['f', 'ly'] | py=ㄈㄌㄞ | theme=actions | stage=0
  495 | climb                          | 爬                              | 🧗        | chunks=['cl', 'imb'] | py=ㄎㄌㄞㄇ | theme=actions | stage=1
  496 | laugh                          | 笑                              | 😂        | chunks=['l', 'augh'] | py=ㄌㄚㄈ | theme=actions | stage=1
  497 | cry                            | 哭                              | 😭        | chunks=['cr', 'y'] | py=ㄎㄌㄞ | theme=actions | stage=0
  498 | wake                           | 醒來                             | ⏰        | chunks=['w', 'ake'] | py=ㄨㄟㄎ | theme=actions | stage=1
  499 | dream                          | 做夢                             | 💭        | chunks=['dr', 'eam'] | py=ㄉㄌㄧㄇ | theme=actions | stage=1
  500 | live                           | 居住                             | 🏠        | chunks=['l', 'ive'] | py=ㄌㄧㄈ | theme=actions | stage=0
  501 | die                            | 死                              | 💀        | chunks=['d', 'ie'] | py=ㄉㄞ | theme=actions | stage=1
  502 | help                           | 幫助                             | 🤝        | chunks=['h', 'elp'] | py=ㄏㄝㄦㄆ | theme=actions | stage=0
  503 | need                           | 需要                             | ‼️       | chunks=['n', 'eed'] | py=ㄋㄧㄉ | theme=actions | stage=0
  504 | want                           | 想要                             | 🙏        | chunks=['w', 'ant'] | py=ㄨㄚㄣㄊ | theme=actions | stage=0
  505 | like                           | 喜歡                             | 👍        | chunks=['l', 'ike'] | py=ㄌㄞㄎ | theme=actions | stage=0
  506 | hate                           | 討厭                             | 👎        | chunks=['h', 'ate'] | py=ㄏㄟㄊ | theme=actions | stage=1
  507 | wish                           | 願望、希望                          | 🌠        | chunks=['w', 'ish'] | py=ㄨㄧㄒ | theme=actions | stage=1 [有易混提示]
  508 | hope                           | 希望                             | 🙌        | chunks=['h', 'ope'] | py=ㄏㄛㄆ | theme=actions | stage=1 [有易混提示]
  509 | try                            | 嘗試                             | 💪        | chunks=['tr', 'y'] | py=ㄉㄌㄞ | theme=actions | stage=0
  510 | cool                           | 涼                              | ❄️       | chunks=['c', 'ool'] | py=ㄎㄨㄦ | theme=adjectives | stage=0
  511 | wet                            | 濕                              | 💦        | chunks=['w', 'et'] | py=ㄨㄝㄊ | theme=adjectives | stage=0
  512 | dry                            | 乾                              | 🏜️       | chunks=['dr', 'y'] | py=ㄉㄌㄞ | theme=adjectives | stage=0
  513 | dirty                          | 髒                              | 🦠        | chunks=['dir', 'ty'] | py=ㄉㄦ-ㄊㄧ | theme=adjectives | stage=1 base=dirt
  514 | easy                           | 簡單                             | 🟢        | chunks=['ea', 'sy'] | py=ㄧ-ㄗㄧ | theme=adjectives | stage=1 base=ease
  515 | hard                           | 困難、硬                           | 🪨        | chunks=['h', 'ard'] | py=ㄏㄚㄦㄉ | theme=adjectives | stage=0
  516 | soft                           | 軟                              | ☁️       | chunks=['s', 'oft'] | py=ㄙㄚㄈㄊ | theme=adjectives | stage=0
  517 | heavy                          | 重                              | 🏋️       | chunks=['hea', 'vy'] | py=ㄏㄝ-ㄈㄧ | theme=adjectives | stage=1
  518 | light                          | 光、輕                            | 💡        | chunks=['l', 'ight'] | py=ㄌㄞㄊ | theme=adjectives | stage=1
  519 | dark                           | 暗                              | 🌑        | chunks=['d', 'ark'] | py=ㄉㄚㄦㄎ | theme=adjectives | stage=0
  520 | bright                         | 亮                              | ☀️       | chunks=['br', 'ight'] | py=ㄅㄌㄞㄊ | theme=adjectives | stage=1
  521 | loud                           | 大聲                             | 📢        | chunks=['l', 'oud'] | py=ㄌㄠㄉ | theme=adjectives | stage=1
  522 | quiet                          | 安靜                             | 🤫        | chunks=['qui', 'et'] | py=ㄎㄨㄞ-ㄝㄊ | theme=adjectives | stage=1 [有易混提示]
  523 | high                           | 高                              | ⛰️       | chunks=['h', 'igh'] | py=ㄏㄞ | theme=adjectives | stage=1 [有易混提示]
  524 | low                            | 低                              | ⬇️       | chunks=['l', 'ow'] | py=ㄌㄛ | theme=adjectives | stage=0
  525 | long                           | 長                              | 📏        | chunks=['l', 'ong'] | py=ㄌㄚㄥ | theme=adjectives | stage=0
  526 | wide                           | 寬                              | ↔️       | chunks=['w', 'ide'] | py=ㄨㄞㄉ | theme=adjectives | stage=1
  527 | narrow                         | 窄                              | ↕️       | chunks=['nar', 'row'] | py=ㄋㄚ-ㄌㄛ | theme=adjectives | stage=2
  528 | thick                          | 厚                              | 📚        | chunks=['th', 'ick'] | py=ㄒㄧㄎ | theme=adjectives | stage=1
  529 | thin                           | 薄、瘦                            | 🧻        | chunks=['th', 'in'] | py=ㄒㄧㄣ | theme=adjectives | stage=1
  530 | fat                            | 胖                              | 🐷        | chunks=['f', 'at'] | py=ㄈㄚㄊ | theme=adjectives | stage=0
  531 | strong                         | 強壯                             | 💪        | chunks=['str', 'ong'] | py=ㄙㄉㄌㄚㄥ | theme=adjectives | stage=1
  532 | weak                           | 弱                              | 🥺        | chunks=['w', 'eak'] | py=ㄨㄧㄎ | theme=adjectives | stage=1 [有易混提示]
  533 | young                          | 年輕                             | 👶        | chunks=['y', 'oung'] | py=ㄧㄚㄥ | theme=adjectives | stage=1
  534 | pretty                         | 漂亮                             | 💐        | chunks=['pret', 'ty'] | py=ㄆㄌㄝ-ㄊㄧ | theme=adjectives | stage=1
  535 | beautiful                      | 美麗                             | 🌸        | chunks=['beau', 'ti', 'ful'] | py=ㄅㄧㄨ-ㄊㄧ-ㄈㄨㄦ | theme=adjectives | stage=1 base=beauty
  536 | ugly                           | 醜                              | 👹        | chunks=['ug', 'ly'] | py=ㄚㄍ-ㄌㄧ | theme=adjectives | stage=1
  537 | cute                           | 可愛                             | 🧸        | chunks=['c', 'ute'] | py=ㄎㄧㄨㄊ | theme=adjectives | stage=0
  538 | nice                           | 好的                             | 😊        | chunks=['n', 'ice'] | py=ㄋㄞㄙ | theme=adjectives | stage=0
  539 | kind                           | 善良                             | 💕        | chunks=['k', 'ind'] | py=ㄎㄞㄣㄉ | theme=adjectives | stage=1
  540 | mean                           | 刻薄                             | 😠        | chunks=['m', 'ean'] | py=ㄇㄧㄣ | theme=adjectives | stage=1
  541 | funny                          | 好笑                             | 😂        | chunks=['fun', 'ny'] | py=ㄈㄚㄣ-ㄋㄧ | theme=adjectives | stage=1 base=fun
  542 | boring                         | 無聊的(事物)                        | 😴        | chunks=['bor', 'ing'] | py=ㄅㄛ-ㄌㄧㄥ | theme=adjectives | stage=1 base=bore
  543 | interesting                    | 有趣                             | 🤩        | chunks=['in', 'ter', 'est', 'ing'] | py=ㄧㄣ-ㄊㄜ-ㄝㄙ-ㄊㄧㄥ | theme=adjectives | stage=2 base=interest
  544 | busy                           | 忙碌                             | 🏃        | chunks=['bu', 'sy'] | py=ㄅㄧ-ㄗㄧ | theme=adjectives | stage=1
  545 | lazy                           | 懶                              | 🦥        | chunks=['la', 'zy'] | py=ㄌㄟ-ㄗㄧ | theme=adjectives | stage=1
  546 | free                           | 免費、自由                          | 🆓        | chunks=['fr', 'ee'] | py=ㄈㄌㄧ | theme=adjectives | stage=1
  547 | full                           | 滿                              | 🍱        | chunks=['f', 'ull'] | py=ㄈㄨㄦ | theme=adjectives | stage=0
  548 | empty                          | 空                              | 🫙        | chunks=['em', 'pty'] | py=ㄝㄇ-ㄆㄊㄧ | theme=adjectives | stage=1
  549 | safe                           | 安全                             | 🛡️       | chunks=['s', 'afe'] | py=ㄙㄟㄈ | theme=adjectives | stage=1
  550 | dangerous                      | 危險                             | ⚠️       | chunks=['dan', 'ger', 'ous'] | py=ㄉㄟㄣ-ㄐㄜ-ㄚㄙ | theme=adjectives | stage=2
  551 | true                           | 真的                             | ✅        | chunks=['tr', 'ue'] | py=ㄉㄌㄨ | theme=adjectives | stage=1
  552 | false                          | 假的、錯的                          | ❌        | chunks=['f', 'alse'] | py=ㄈㄛㄦㄙ | theme=adjectives | stage=1
  553 | real                           | 真實                             | 💯        | chunks=['r', 'eal'] | py=ㄌㄧㄦ | theme=adjectives | stage=1
  554 | fake                           | 假的                             | 🃏        | chunks=['f', 'ake'] | py=ㄈㄟㄎ | theme=adjectives | stage=1
  555 | same                           | 一樣                             | 🟰        | chunks=['s', 'ame'] | py=ㄙㄟㄇ | theme=adjectives | stage=0
  556 | different                      | 不同                             | 🔄        | chunks=['dif', 'fer', 'ent'] | py=ㄉㄧ-ㄈㄜ-ㄦㄣㄊ | theme=adjectives | stage=2
  557 | wrong                          | 錯                              | ❌        | chunks=['wr', 'ong'] | py=ㄌㄚㄥ | theme=adjectives | stage=1
  558 | early                          | 早                              | 🌅        | chunks=['ear', 'ly'] | py=ㄦ-ㄌㄧ | theme=adjectives | stage=1
  559 | late                           | 晚                              | 🌙        | chunks=['l', 'ate'] | py=ㄌㄟㄊ | theme=adjectives | stage=1
  560 | ready                          | 準備好                            | 👌        | chunks=['rea', 'dy'] | py=ㄌㄝ-ㄉㄧ | theme=adjectives | stage=1
  561 | healthy                        | 健康                             | 🥗        | chunks=['heal', 'thy'] | py=ㄏㄝㄦ-ㄒㄧ | theme=adjectives | stage=1 base=health
  562 | delicious                      | 美味                             | 😋        | chunks=['de', 'li', 'cious'] | py=ㄉㄧ-ㄌㄧ-ㄒㄚㄙ | theme=adjectives | stage=2
  563 | sweet                          | 甜                              | 🍬        | chunks=['sw', 'eet'] | py=ㄙㄨㄧㄊ | theme=adjectives | stage=0 [有易混提示]
  564 | sour                           | 酸                              | 🍋        | chunks=['s', 'our'] | py=ㄙㄠㄜ | theme=adjectives | stage=1
  565 | spicy                          | 辣                              | 🌶️       | chunks=['spi', 'cy'] | py=ㄙㄆㄞ-ㄒㄧ | theme=adjectives | stage=1 base=spice
  566 | salty                          | 鹹                              | 🧂        | chunks=['sal', 'ty'] | py=ㄙㄚㄦ-ㄊㄧ | theme=adjectives | stage=1 base=salt
  567 | fresh                          | 新鮮                             | 🥬        | chunks=['fr', 'esh'] | py=ㄈㄌㄝㄒ | theme=adjectives | stage=1
  568 | famous                         | 有名                             | 🌟        | chunks=['fa', 'mous'] | py=ㄈㄟ-ㄇㄚㄙ | theme=adjectives | stage=2 base=fame
  569 | mad                            | 抓狂、瘋                           | 😡        | chunks=['m', 'ad'] | py=ㄇㄚㄉ | theme=emotions | stage=0
  570 | upset                          | 心煩、不開心                         | 😞        | chunks=['up', 'set'] | py=ㄚㄆ-ㄙㄝㄊ | theme=emotions | stage=1 base=upset
  571 | worried                        | 擔心                             | 😟        | chunks=['wor', 'ried'] | py=ㄨㄜ-ㄌㄧㄉ | theme=emotions | stage=1 base=worry
  572 | nervous                        | 緊張                             | 😬        | chunks=['ner', 'vous'] | py=ㄋㄜ-ㄈㄚㄙ | theme=emotions | stage=2 base=nerve
  573 | calm                           | 冷靜                             | 😌        | chunks=['c', 'alm'] | py=ㄎㄚㄇ | theme=emotions | stage=1
  574 | relaxed                        | 放鬆                             | 🛀        | chunks=['re', 'laxed'] | py=ㄌㄧ-ㄌㄚㄎㄙㄊ | theme=emotions | stage=2 base=relax
  575 | proud                          | 驕傲                             | 🦚        | chunks=['pr', 'oud'] | py=ㄆㄌㄠㄉ | theme=emotions | stage=1
  576 | jealous                        | 嫉妒                             | 😒        | chunks=['jea', 'lous'] | py=ㄐㄝ-ㄌㄚㄙ | theme=emotions | stage=2
  577 | lonely                         | 孤單                             | 🥀        | chunks=['lone', 'ly'] | py=ㄌㄛㄣ-ㄌㄧ | theme=emotions | stage=1 base=lone [有易混提示]
  578 | confused                       | 困惑                             | 😵‍💫      | chunks=['con', 'fused'] | py=ㄎㄢ-ㄈㄧㄨㄗㄉ | theme=emotions | stage=2 base=confuse
  579 | surprised                      | 驚訝                             | 😲        | chunks=['sur', 'prised'] | py=ㄙㄜ-ㄆㄌㄞㄗㄉ | theme=emotions | stage=1 base=surprise
  580 | shocked                        | 震驚                             | 😱        | chunks=['sh', 'ocked'] | py=ㄒㄚㄎㄊ | theme=emotions | stage=2 base=shock
  581 | embarrassed                    | 尷尬                             | 😳        | chunks=['em', 'bar', 'rassed'] | py=ㄧㄇ-ㄅㄚ-ㄌㄚㄙㄊ | theme=emotions | stage=2 base=embarrass
  582 | brave                          | 勇敢                             | 🦁        | chunks=['br', 'ave'] | py=ㄅㄌㄟㄈ | theme=emotions | stage=1
  583 | afraid                         | 害怕、擔心                          | 😨        | chunks=['a', 'fraid'] | py=ㄚ-ㄈㄌㄟㄉ | theme=emotions | stage=1
  584 | annoyed                        | 煩躁                             | 😤        | chunks=['an', 'noyed'] | py=ㄚ-ㄋㄛㄧㄉ | theme=emotions | stage=2 base=annoy
  585 | grateful                       | 感激                             | 🙏        | chunks=['grate', 'ful'] | py=ㄍㄌㄟㄊ-ㄈㄨㄦ | theme=emotions | stage=2
  586 | hopeful                        | 充滿希望                           | 🌟        | chunks=['hope', 'ful'] | py=ㄏㄛㄆ-ㄈㄨㄦ | theme=emotions | stage=2 base=hope
  587 | cheerful                       | 開朗                             | 😄        | chunks=['cheer', 'ful'] | py=ㄑㄧㄦ-ㄈㄨㄦ | theme=emotions | stage=2 base=cheer
  588 | fine                           | 還好                             | 👌        | chunks=['f', 'ine'] | py=ㄈㄞㄣ | theme=emotions | stage=0
  589 | okay                           | 還行                             | 👍        | chunks=['o', 'kay'] | py=ㄛ-ㄎㄟ | theme=emotions | stage=0
  590 | great                          | 很棒                             | 🎉        | chunks=['gr', 'eat'] | py=ㄍㄌㄟㄊ | theme=emotions | stage=0
  591 | terrible                       | 糟糕                             | 😖        | chunks=['ter', 'ri', 'ble'] | py=ㄊㄝ-ㄌㄧ-ㄅㄜ | theme=emotions | stage=2
  592 | amazing                        | 驚人                             | 🤩        | chunks=['a', 'ma', 'zing'] | py=ㄚ-ㄇㄟ-ㄗㄧㄥ | theme=emotions | stage=1 base=amaze
  593 | hurt                           | 受傷                             | 🤕        | chunks=['h', 'urt'] | py=ㄏㄜㄊ | theme=emotions | stage=1 base=hurt
  594 | joy                            | 喜悅                             | 😊        | chunks=['j', 'oy'] | py=ㄐㄛㄧ | theme=emotions | stage=1
  595 | fear                           | 恐懼                             | 😨        | chunks=['f', 'ear'] | py=ㄈㄧㄦ | theme=emotions | stage=1
  596 | care                           | 關心                             | 💗        | chunks=['c', 'are'] | py=ㄎㄝㄦ | theme=emotions | stage=0
  597 | miss                           | 想念                             | 😢        | chunks=['m', 'iss'] | py=ㄇㄧㄙ | theme=emotions | stage=0
  598 | trust                          | 信任                             | 🤝        | chunks=['tr', 'ust'] | py=ㄉㄌㄚㄙㄊ | theme=emotions | stage=1
