# 字 4500-5999
 4500 | steppe                         | 大草原                            | 🌾        | chunks=['st', 'eppe'] | py=ㄙㄉㄝㄆ | theme=geography | stage=3
 4861 | secession                      | 脫離                             | ➗        | chunks=['se', 'ces', 'sion'] | py=ㄒㄧ-ㄙㄝ-ㄒㄣ | theme=politics | stage=3
 4862 | partition                      | 分治                             | ➗        | chunks=['par', 'ti', 'tion'] | py=ㄆㄚㄦ-ㄊㄜ-ㄒㄣ | theme=politics | stage=3 base=part
 4863 | peace                          | 和平                             | 🕊️       | chunks=['p', 'eace'] | py=ㄆㄧㄙ | theme=politics | stage=0 [有易混提示]
 4864 | ceasefire                      | 停火                             | 🕊️       | chunks=['cease', 'fire'] | py=ㄒㄧㄙ-ㄈㄞㄜ | theme=politics | stage=2
 4865 | armistice                      | 停戰                             | 🕊️       | chunks=['ar', 'mi', 'stice'] | py=ㄚㄦ-ㄇㄜ-ㄙㄉㄜㄙ | theme=politics | stage=3
 4866 | neutrality                     | 中立                             | ⚖️       | chunks=['neu', 'tral', 'i', 'ty'] | py=ㄋㄨ-ㄊㄌㄦ-ㄦ-ㄊㄧ | theme=politics | stage=3
 4867 | neutral                        | 中立的                            | ⚖️       | chunks=['neu', 'tral'] | py=ㄋㄨ-ㄊㄌㄦ | theme=politics | stage=2
 4868 | electioneering                 | 競選活動                           | 🗳️       | chunks=['e', 'lec', 'tion', 'eer', 'ing'] | py=ㄧ-ㄌㄝㄎ-ㄒㄣ-ㄧㄦ-ㄧㄥ | theme=politics | stage=3
 4869 | bipartisanship                 | 兩黨合作                           | 🤝        | chunks=['bi', 'par', 'ti', 'san', 'ship'] | py=ㄅㄞ-ㄆㄚㄦ-ㄊㄜ-ㄗㄣ-ㄒㄧㄆ | theme=politics | stage=3
 4870 | polity                         | 政體                             | 🏛️       | chunks=['pol', 'i', 'ty'] | py=ㄆㄚ-ㄌㄜ-ㄊㄧ | theme=politics | stage=3
 4871 | legislator                     | 立法者                            | 🏛️       | chunks=['leg', 'is', 'la', 'tor'] | py=ㄌㄝ-ㄐㄜ-ㄙㄌㄝ-ㄊㄜ | theme=politics | stage=3
 4872 | legislature                    | 立法機構                           | 🏛️       | chunks=['leg', 'is', 'la', 'ture'] | py=ㄌㄝ-ㄐㄜ-ㄙㄌㄝ-ㄑㄜ | theme=politics | stage=3
 4873 | bureaucracy                    | 官僚                             | 🏛️       | chunks=['bu', 'reau', 'cra', 'cy'] | py=ㄅㄧㄨ-ㄌㄛ-ㄎㄌㄜ-ㄒㄧ | theme=politics | stage=3
 4874 | mandate                        | 授權                             | 📜        | chunks=['man', 'date'] | py=ㄇㄚㄣ-ㄉㄝㄊ | theme=politics | stage=3
 4875 | term                           | 任期                             | ⏳        | chunks=['t', 'erm'] | py=ㄊㄜㄇ | theme=politics | stage=1
 4876 | tenure                         | 任期                             | ⏳        | chunks=['ten', 'ure'] | py=ㄊㄣ-ㄐㄜ | theme=politics | stage=3
 4877 | gerrymander                    | 不公平劃選區                         | 🗺️       | chunks=['ger', 'ry', 'man', 'der'] | py=ㄐㄝ-ㄌㄧ-ㄇㄚㄣ-ㄉㄜ | theme=politics | stage=3
 4878 | religion                       | 宗教                             | ⛪        | chunks=['re', 'li', 'gion'] | py=ㄌㄧ-ㄌㄧ-ㄐㄣ | theme=religion | stage=1
 4879 | religious                      | 宗教的                            | ⛪        | chunks=['re', 'li', 'gious'] | py=ㄌㄧ-ㄌㄧ-ㄐㄚㄙ | theme=religion | stage=1
 4880 | faith                          | 信仰                             | 🙏        | chunks=['f', 'aith'] | py=ㄈㄝㄙ | theme=religion | stage=1
 4881 | belief                         | 信念                             | 🙏        | chunks=['be', 'lief'] | py=ㄅㄧ-ㄌㄧㄈ | theme=religion | stage=1
 4882 | believer                       | 信徒                             | 🙏        | chunks=['be', 'liev', 'er'] | py=ㄅㄧ-ㄌㄧㄈ-ㄜ | theme=religion | stage=2 base=believe
 4883 | worship                        | 崇拜                             | 🙏        | chunks=['wor', 'ship'] | py=ㄨㄜ-ㄒㄧㄆ | theme=religion | stage=2
 4884 | god                            | 神                              | 🙏        | chunks=['g', 'od'] | py=ㄍㄚㄉ | theme=religion | stage=0
 4885 | goddess                        | 女神                             | 👸        | chunks=['god', 'dess'] | py=ㄍㄚ-ㄉㄝㄙ | theme=religion | stage=2
 4886 | deity                          | 神祇                             | 🙏        | chunks=['de', 'i', 'ty'] | py=ㄉㄧ-ㄜ-ㄊㄧ | theme=religion | stage=3
 4887 | divinity                       | 神性                             | ✨        | chunks=['di', 'vin', 'i', 'ty'] | py=ㄉㄜ-ㄈㄧ-ㄋㄜ-ㄊㄧ | theme=religion | stage=3
 4888 | divine                         | 神聖的                            | ✨        | chunks=['di', 'vine'] | py=ㄉㄜ-ㄈㄞㄣ | theme=religion | stage=2
 4889 | holy                           | 神聖的                            | ✨        | chunks=['ho', 'ly'] | py=ㄏㄛ-ㄌㄧ | theme=religion | stage=1
 4890 | sacred                         | 神聖的                            | ✨        | chunks=['sa', 'cred'] | py=ㄙㄝ-ㄎㄌㄝㄉ | theme=religion | stage=2
 4891 | christianity                   | 基督教                            | ✝️       | chunks=['chris', 'tian', 'i', 'ty'] | py=ㄎㄌㄧㄙ-ㄑㄢ-ㄋㄜ-ㄊㄧ | theme=religion | stage=1
 4892 | christian                      | 基督徒                            | ✝️       | chunks=['chris', 'tian'] | py=ㄎㄌㄧㄙ-ㄑㄢ | theme=religion | stage=1
 4893 | catholic                       | 天主教徒、天主教的                      | ✝️       | chunks=['cath', 'o', 'lic'] | py=ㄎㄚㄙ-ㄜ-ㄌㄧㄎ | theme=religion | stage=1
 4894 | protestant                     | 新教徒、新教的                        | ✝️       | chunks=['prot', 'es', 'tant'] | py=ㄆㄌㄚ-ㄊㄝㄙ-ㄊㄣㄊ | theme=religion | stage=2
 4895 | orthodox                       | 東正教                            | ✝️       | chunks=['or', 'tho', 'dox'] | py=ㄛㄦ-ㄙㄜ-ㄉㄚㄎㄙ | theme=religion | stage=3
 4896 | baptist                        | 浸信會                            | ✝️       | chunks=['bap', 'tist'] | py=ㄅㄚㄆ-ㄊㄧㄙㄊ | theme=religion | stage=3
 4897 | evangelical                    | 福音派                            | ✝️       | chunks=['e', 'van', 'gel', 'i', 'cal'] | py=ㄧ-ㄈㄢ-ㄐㄝ-ㄌㄜ-ㄎㄜ | theme=religion | stage=3
 4898 | mormon                         | 摩門教                            | ✝️       | chunks=['mor', 'mon'] | py=ㄇㄛㄦ-ㄇㄣ | theme=religion | stage=3
 4899 | islam                          | 伊斯蘭教                           | ☪️       | chunks=['is', 'lam'] | py=ㄧㄗ-ㄌㄚㄇ | theme=religion | stage=1
 4900 | muslim                         | 穆斯林                            | ☪️       | chunks=['mus', 'lim'] | py=ㄇㄚㄗ-ㄌㄧㄇ | theme=religion | stage=1
 4901 | sunni                          | 遜尼派                            | ☪️       | chunks=['sun', 'ni'] | py=ㄙㄨ-ㄋㄧ | theme=religion | stage=3
 4902 | shia                           | 什葉派                            | ☪️       | chunks=['shi', 'a'] | py=ㄒㄧ-ㄚ | theme=religion | stage=3
 4903 | allah                          | 阿拉                             | ☪️       | chunks=['al', 'lah'] | py=ㄚ-ㄌㄚ | theme=religion | stage=2
 4904 | buddhism                       | 佛教                             | ☸️       | chunks=['bud', 'dhism'] | py=ㄅㄨ-ㄉㄧㄗㄣ | theme=religion | stage=1
 4905 | buddhist                       | 佛教徒                            | ☸️       | chunks=['bud', 'dhist'] | py=ㄅㄨ-ㄉㄧㄙㄊ | theme=religion | stage=1
 4906 | buddha                         | 佛陀                             | 🧘        | chunks=['bud', 'dha'] | py=ㄅㄨ-ㄉㄚ | theme=religion | stage=2
 4907 | dharma                         | 佛法、法(dharma)                   | ☸️       | chunks=['dhar', 'ma'] | py=ㄉㄚㄦ-ㄇㄚ | theme=religion | stage=3
 4908 | karma                          | 因果業力                           | ☸️       | chunks=['kar', 'ma'] | py=ㄎㄚㄦ-ㄇㄚ | theme=religion | stage=2
 4909 | nirvana                        | 涅槃                             | ☸️       | chunks=['nir', 'va', 'na'] | py=ㄋㄜ-ㄈㄚ-ㄋㄚ | theme=religion | stage=3
 4910 | reincarnation                  | 輪迴                             | 🔄        | chunks=['re', 'in', 'car', 'na', 'tion'] | py=ㄌㄧ-ㄧㄣ-ㄎㄚㄦ-ㄋㄝ-ㄒㄣ | theme=religion | stage=3
 4911 | hinduism                       | 印度教                            | 🕉️       | chunks=['hin', 'du', 'ism'] | py=ㄏㄧㄣ-ㄉㄨ-ㄧㄗㄣ | theme=religion | stage=2
 4912 | hindu                          | 印度教徒                           | 🕉️       | chunks=['hin', 'du'] | py=ㄏㄧㄣ-ㄉㄨ | theme=religion | stage=2
 4913 | judaism                        | 猶太教                            | ✡️       | chunks=['ju', 'da', 'ism'] | py=ㄐㄨ-ㄉㄝ-ㄧㄗㄣ | theme=religion | stage=2
 4914 | jewish                         | 猶太人的、猶太教的                      | ✡️       | chunks=['jew', 'ish'] | py=ㄐㄨ-ㄧㄒ | theme=religion | stage=1
 4915 | jew                            | 猶太人                            | ✡️       | chunks=['j', 'ew'] | py=ㄐㄨ | theme=religion | stage=1
 4916 | torah                          | 妥拉                             | ✡️       | chunks=['to', 'rah'] | py=ㄊㄛ-ㄌㄚ | theme=religion | stage=3
 4917 | talmud                         | 塔木德                            | ✡️       | chunks=['tal', 'mud'] | py=ㄊㄚㄦ-ㄇㄨㄉ | theme=religion | stage=3
 4918 | sikh                           | 錫克教                            | 🛐        | chunks=['s', 'ikh'] | py=ㄒㄧㄎ | theme=religion | stage=3
 4919 | taoism                         | 道教                             | ☯️       | chunks=['tao', 'ism'] | py=ㄊㄠ-ㄧㄗㄣ | theme=religion | stage=2
 4920 | tao                            | 道(道家概念)                        | ☯️       | chunks=['t', 'ao'] | py=ㄊㄠ | theme=religion | stage=2
 4921 | shinto                         | 神道教                            | ⛩️       | chunks=['shin', 'to'] | py=ㄒㄧㄣ-ㄊㄛ | theme=religion | stage=3
 4922 | atheism                        | 無神論                            | ❌        | chunks=['a', 'the', 'ism'] | py=ㄝ-ㄙㄧ-ㄧㄗㄣ | theme=religion | stage=3
 4923 | atheist                        | 無神論者                           | ❌        | chunks=['a', 'the', 'ist'] | py=ㄝ-ㄙㄧ-ㄧㄙㄊ | theme=religion | stage=2
 4924 | agnostic                       | 不可知論者                          | 🤷        | chunks=['ag', 'nos', 'tic'] | py=ㄚㄍ-ㄋㄚㄙ-ㄊㄧㄎ | theme=religion | stage=3
 4925 | secular                        | 世俗的                            | 🌍        | chunks=['sec', 'u', 'lar'] | py=ㄙㄝ-ㄎㄧㄨ-ㄌㄜ | theme=religion | stage=2
 4926 | spiritual                      | 精神的                            | ✨        | chunks=['spir', 'i', 'tu', 'al'] | py=ㄙㄆㄧ-ㄌㄜ-ㄑㄨ-ㄦ | theme=religion | stage=2
 4927 | soul                           | 靈魂                             | 👻        | chunks=['s', 'oul'] | py=ㄙㄛㄦ | theme=religion | stage=1
 4928 | prayer                         | 祈禱                             | 🙏        | chunks=['pray', 'er'] | py=ㄆㄌㄝ-ㄜ | theme=religion | stage=1 base=pray
 4929 | pray                           | 祈禱                             | 🙏        | chunks=['pr', 'ay'] | py=ㄆㄌㄟ | theme=religion | stage=1 [有易混提示]
 4930 | chant                          | 頌唱                             | 🎵        | chunks=['ch', 'ant'] | py=ㄑㄚㄣㄊ | theme=religion | stage=2
 4931 | hymn                           | 聖歌                             | 🎵        | chunks=['hy', 'mn'] | py=ㄏㄧㄇ | theme=religion | stage=3 [有易混提示]
 4932 | psalm                          | 詩篇                             | 📜        | chunks=['ps', 'alm'] | py=ㄙㄚㄇ | theme=religion | stage=3
 4933 | mantra                         | 咒語                             | 📿        | chunks=['man', 'tra'] | py=ㄇㄚㄣ-ㄊㄌㄚ | theme=religion | stage=3
 4934 | bible                          | 聖經                             | 📖        | chunks=['bi', 'ble'] | py=ㄅㄞ-ㄅㄜ | theme=religion | stage=1
 4935 | quran                          | 古蘭經                            | 📖        | chunks=['qu', 'ran'] | py=ㄎㄜ-ㄌㄚㄣ | theme=religion | stage=2
 4936 | scripture                      | 經文                             | 📖        | chunks=['scrip', 'ture'] | py=ㄙㄎㄌㄧㄆ-ㄑㄜ | theme=religion | stage=2
 4937 | gospel                         | 福音                             | 📖        | chunks=['gos', 'pel'] | py=ㄍㄚㄙ-ㄆㄦ | theme=religion | stage=2
 4938 | heaven                         | 天堂                             | ☁️       | chunks=['heav', 'en'] | py=ㄏㄝ-ㄈㄣ | theme=religion | stage=1
 4939 | hell                           | 地獄                             | 🔥        | chunks=['h', 'ell'] | py=ㄏㄝㄦ | theme=religion | stage=1
 4940 | purgatory                      | 煉獄                             | 🔥        | chunks=['pur', 'ga', 'to', 'ry'] | py=ㄆㄜ-ㄍㄜ-ㄊㄛ-ㄌㄧ | theme=religion | stage=3
 4941 | afterlife                      | 來世                             | 👻        | chunks=['af', 'ter', 'life'] | py=ㄚㄈ-ㄊㄜ-ㄌㄞㄈ | theme=religion | stage=2
 4942 | angel                          | 天使                             | 👼        | chunks=['an', 'gel'] | py=ㄝㄣ-ㄐㄦ | theme=religion | stage=1
 4943 | demon                          | 惡魔                             | 👹        | chunks=['de', 'mon'] | py=ㄉㄧ-ㄇㄣ | theme=religion | stage=1
 4944 | devil                          | 魔鬼                             | 😈        | chunks=['dev', 'il'] | py=ㄉㄝ-ㄈㄦ | theme=religion | stage=1
 4945 | satan                          | 撒旦                             | 😈        | chunks=['sa', 'tan'] | py=ㄙㄝ-ㄊㄣ | theme=religion | stage=2
 4946 | miracle                        | 奇蹟                             | ✨        | chunks=['mir', 'a', 'cle'] | py=ㄇㄧ-ㄌㄜ-ㄎㄜ | theme=religion | stage=2
 4947 | prophecy                       | 預言                             | 🔮        | chunks=['proph', 'e', 'cy'] | py=ㄆㄌㄚ-ㄈㄜ-ㄒㄧ | theme=religion | stage=3
 4948 | prophet                        | 先知                             | 🙏        | chunks=['proph', 'et'] | py=ㄆㄌㄚ-ㄈㄝㄊ | theme=religion | stage=2
 4949 | messiah                        | 彌賽亞                            | 🙏        | chunks=['mes', 'si', 'ah'] | py=ㄇㄜ-ㄙㄞ-ㄚ | theme=religion | stage=3
 4950 | savior                         | 救世主                            | 🙏        | chunks=['sav', 'ior'] | py=ㄙㄝ-ㄈㄧㄜ | theme=religion | stage=2
 4951 | sin                            | 罪                              | 😔        | chunks=['s', 'in'] | py=ㄒㄧㄣ | theme=religion | stage=1
 4952 | virtue                         | 美德                             | 😇        | chunks=['vir', 'tue'] | py=ㄈㄜ-ㄑㄨ | theme=religion | stage=2
 4953 | vice                           | 惡習                             | 😈        | chunks=['v', 'ice'] | py=ㄈㄞㄙ | theme=religion | stage=2
 4954 | repent                         | 懺悔                             | 🙏        | chunks=['re', 'pent'] | py=ㄌㄧ-ㄆㄣㄊ | theme=religion | stage=3
 4955 | confession                     | 告解                             | 🙏        | chunks=['con', 'fes', 'sion'] | py=ㄎㄣ-ㄈㄝ-ㄒㄣ | theme=religion | stage=2
 4956 | redemption                     | 救贖                             | 🙏        | chunks=['re', 'demp', 'tion'] | py=ㄌㄧ-ㄉㄝㄇㄆ-ㄒㄣ | theme=religion | stage=3
 4957 | salvation                      | 救恩                             | 🙏        | chunks=['sal', 'va', 'tion'] | py=ㄙㄦ-ㄈㄝ-ㄒㄣ | theme=religion | stage=3
 4958 | baptize                        | 施洗                             | 💧        | chunks=['bap', 'tize'] | py=ㄅㄚㄆ-ㄊㄞㄗ | theme=religion | stage=3
 4959 | communion                      | 聖餐                             | 🙏        | chunks=['com', 'mun', 'ion'] | py=ㄎㄜ-ㄇㄧㄨ-ㄋㄧㄢ | theme=religion | stage=3
 4960 | eucharist                      | 聖體                             | 🙏        | chunks=['eu', 'cha', 'rist'] | py=ㄧㄨ-ㄎㄜ-ㄌㄧㄙㄊ | theme=religion | stage=3
 4961 | sacrament                      | 聖禮                             | 🙏        | chunks=['sac', 'ra', 'ment'] | py=ㄙㄚ-ㄎㄌㄜ-ㄇㄣㄊ | theme=religion | stage=3
 4962 | pope                           | 教宗                             | ⛪        | chunks=['p', 'ope'] | py=ㄆㄛㄆ | theme=religion | stage=1
 4963 | cardinal                       | 樞機主教                           | ⛪        | chunks=['car', 'di', 'nal'] | py=ㄎㄚㄦ-ㄉㄜ-ㄋㄦ | theme=religion | stage=3
 4964 | bishop                         | 主教                             | ⛪        | chunks=['bish', 'op'] | py=ㄅㄧ-ㄒㄚㄆ | theme=religion | stage=2
 4965 | archbishop                     | 大主教                            | ⛪        | chunks=['arch', 'bish', 'op'] | py=ㄚㄦㄑ-ㄅㄧ-ㄒㄚㄆ | theme=religion | stage=3
 4966 | monastery                      | 修道院                            | ⛪        | chunks=['mon', 'as', 'ter', 'y'] | py=ㄇㄚ-ㄋㄜㄙ-ㄊㄝ-ㄌㄧ | theme=religion | stage=3
 4967 | convent                        | 女修道院                           | ⛪        | chunks=['con', 'vent'] | py=ㄎㄚㄣ-ㄈㄣㄊ | theme=religion | stage=3
 4968 | pilgrimage                     | 朝聖                             | 🙏        | chunks=['pil', 'grim', 'age'] | py=ㄆㄧㄦ-ㄍㄌㄧㄇ-ㄧㄐ | theme=religion | stage=3
 4969 | pilgrim                        | 朝聖者                            | 🙏        | chunks=['pil', 'grim'] | py=ㄆㄧㄦ-ㄍㄌㄧㄇ | theme=religion | stage=3
 4970 | fasting                        | 禁食                             | 🚫        | chunks=['fast', 'ing'] | py=ㄈㄚㄙㄊ-ㄧㄥ | theme=religion | stage=2
 4971 | ramadan                        | 齋戒月                            | ☪️       | chunks=['ram', 'a', 'dan'] | py=ㄌㄚ-ㄇㄜ-ㄉㄚㄣ | theme=religion | stage=3
 4972 | heretic                        | 異教徒                            | 🔥        | chunks=['her', 'e', 'tic'] | py=ㄏㄝ-ㄌㄜ-ㄊㄧㄎ | theme=religion | stage=3
 4973 | blasphemy                      | 褻瀆                             | 😱        | chunks=['blas', 'phe', 'my'] | py=ㄅㄌㄚㄙ-ㄈㄜ-ㄇㄧ | theme=religion | stage=3
 4974 | saint                          | 聖人                             | 😇        | chunks=['s', 'aint'] | py=ㄙㄝㄣㄊ | theme=religion | stage=1
 4975 | fate                           | 命運                             | 🔮        | chunks=['f', 'ate'] | py=ㄈㄝㄊ | theme=religion | stage=2
 4976 | paradise                       | 天堂                             | 🏝️       | chunks=['par', 'a', 'dise'] | py=ㄆㄝ-ㄌㄜ-ㄉㄞㄙ | theme=religion | stage=2 base=parade
 4977 | sermon                         | 佈道                             | 🙏        | chunks=['ser', 'mon'] | py=ㄙㄜ-ㄇㄣ | theme=religion | stage=3
 4978 | creed                          | 信條                             | 📜        | chunks=['cr', 'eed'] | py=ㄎㄌㄧㄉ | theme=religion | stage=3
 4979 | philosophy                     | 哲學                             | 📚        | chunks=['phi', 'los', 'o', 'phy'] | py=ㄈㄜ-ㄌㄚ-ㄗㄜ-ㄈㄧ | theme=philosophy | stage=1
 4980 | philosophical                  | 哲學的                            | 📚        | chunks=['phil', 'o', 'soph', 'i', 'cal'] | py=ㄈㄧ-ㄌㄜ-ㄗㄚ-ㄈㄜ-ㄎㄜ | theme=philosophy | stage=2
 4981 | morality                       | 道德                             | ⚖️       | chunks=['mo', 'ral', 'i', 'ty'] | py=ㄇㄜ-ㄌㄚ-ㄋㄜ-ㄊㄧ | theme=philosophy | stage=2
 4982 | moral                          | 道德的                            | ⚖️       | chunks=['mo', 'ral'] | py=ㄇㄛ-ㄦ | theme=philosophy | stage=1
 4983 | immoral                        | 不道德                            | ⚠️       | chunks=['im', 'mo', 'ral'] | py=ㄧ-ㄇㄛ-ㄦ | theme=philosophy | stage=2
 4984 | amoral                         | 無關道德                           | 🤷        | chunks=['a', 'mo', 'ral'] | py=ㄝ-ㄇㄛ-ㄦ | theme=philosophy | stage=3
 4985 | logic                          | 邏輯                             | 🧠        | chunks=['log', 'ic'] | py=ㄌㄚ-ㄐㄧㄎ | theme=philosophy | stage=1
 4986 | reasoning                      | 推理                             | 🧠        | chunks=['rea', 'son', 'ing'] | py=ㄌㄧ-ㄗㄣ-ㄧㄥ | theme=philosophy | stage=2
 4987 | epistemology                   | 知識論                            | 📚        | chunks=['e', 'pis', 'te', 'mol', 'o', 'gy'] | py=ㄧ-ㄆㄧㄙ-ㄊㄜ-ㄇㄚ-ㄜ-ㄐㄧ | theme=philosophy | stage=3
 4988 | metaphysics                    | 形上學                            | 💭        | chunks=['met', 'a', 'phys', 'ics'] | py=ㄇㄝ-ㄊㄜ-ㄈㄧ-ㄗㄧㄎㄙ | theme=philosophy | stage=3
 4989 | ontology                       | 本體論                            | 📚        | chunks=['on', 'tol', 'o', 'gy'] | py=ㄚㄣ-ㄊㄚ-ㄜ-ㄐㄧ | theme=philosophy | stage=3
 4990 | phenomenology                  | 現象學                            | 📚        | chunks=['phe', 'nom', 'e', 'nol', 'o', 'gy'] | py=ㄈㄜ-ㄋㄚ-ㄇㄜ-ㄋㄚ-ㄜ-ㄐㄧ | theme=philosophy | stage=3
 4991 | hermeneutics                   | 詮釋學                            | 📚        | chunks=['her', 'me', 'neu', 'tics'] | py=ㄏㄜ-ㄇㄜ-ㄋㄨ-ㄊㄧㄎㄙ | theme=philosophy | stage=3
 4992 | aesthetics                     | 美學                             | 🎨        | chunks=['aes', 'thet', 'ics'] | py=ㄝㄙ-ㄙㄝ-ㄊㄧㄎㄙ | theme=philosophy | stage=3
 4993 | existentialism                 | 存在主義                           | 💭        | chunks=['ex', 'is', 'ten', 'tial', 'ism'] | py=ㄝㄎㄙ-ㄜ-ㄊㄣ-ㄒㄦ-ㄧㄗㄣ | theme=philosophy | stage=3
 4994 | existential                    | 存在的                            | 💭        | chunks=['ex', 'is', 'ten', 'tial'] | py=ㄝㄎㄙ-ㄜ-ㄊㄣ-ㄒㄦ | theme=philosophy | stage=3
 4995 | nihilism                       | 虛無主義                           | 💭        | chunks=['ni', 'hil', 'ism'] | py=ㄋㄞ-ㄜ-ㄌㄧㄗㄣ | theme=philosophy | stage=3
 4996 | nihilist                       | 虛無主義者                          | 💭        | chunks=['ni', 'hil', 'ist'] | py=ㄋㄞ-ㄜ-ㄌㄧㄙㄊ | theme=philosophy | stage=3
 4997 | empiricism                     | 經驗主義                           | 📚        | chunks=['em', 'pir', 'i', 'cism'] | py=ㄝㄇ-ㄆㄧ-ㄜ-ㄒㄧㄗㄣ | theme=philosophy | stage=3
 4998 | rationalism                    | 理性主義                           | 🧠        | chunks=['ra', 'tion', 'al', 'ism'] | py=ㄌㄚ-ㄒㄣ-ㄦ-ㄧㄗㄣ | theme=philosophy | stage=3
 4999 | idealism                       | 理想主義                           | 💭        | chunks=['i', 'de', 'al', 'ism'] | py=ㄞ-ㄉㄧ-ㄦ-ㄧㄗㄣ | theme=philosophy | stage=3
 5000 | materialism                    | 唯物主義                           | 💰        | chunks=['ma', 'te', 'ri', 'al', 'ism'] | py=ㄇㄜ-ㄊㄧ-ㄌㄧ-ㄦ-ㄧㄗㄣ | theme=philosophy | stage=3
 5001 | dualism                        | 二元論                            | ☯️       | chunks=['du', 'al', 'ism'] | py=ㄉㄨ-ㄦ-ㄧㄗㄣ | theme=philosophy | stage=3
 5002 | monism                         | 一元論                            | 🟰        | chunks=['mon', 'ism'] | py=ㄇㄚ-ㄋㄧㄗㄣ | theme=philosophy | stage=3
 5003 | stoicism                       | 斯多葛主義、斯多葛學派                    | 🧘        | chunks=['sto', 'i', 'cism'] | py=ㄙㄉㄛ-ㄜ-ㄒㄧㄗㄣ | theme=philosophy | stage=3
 5004 | stoic                          | 斯多葛派                           | 🧘        | chunks=['sto', 'ic'] | py=ㄙㄉㄛ-ㄧㄎ | theme=philosophy | stage=3
 5005 | hedonism                       | 享樂主義                           | 🎉        | chunks=['he', 'do', 'nism'] | py=ㄏㄧ-ㄉㄜ-ㄋㄧㄗㄣ | theme=philosophy | stage=3
 5006 | hedonist                       | 享樂主義者                          | 🎉        | chunks=['he', 'do', 'nist'] | py=ㄏㄧ-ㄉㄜ-ㄋㄧㄙㄊ | theme=philosophy | stage=3
 5007 | asceticism                     | 禁慾主義                           | 🧘        | chunks=['a', 'scet', 'i', 'cism'] | py=ㄚ-ㄙㄝ-ㄉㄜ-ㄒㄧㄗㄣ | theme=philosophy | stage=3
 5008 | ascetic                        | 苦行者                            | 🧘        | chunks=['a', 'scet', 'ic'] | py=ㄚ-ㄙㄝ-ㄊㄧㄎ | theme=philosophy | stage=3
 5009 | pragmatism                     | 實用主義                           | 🔧        | chunks=['prag', 'ma', 'tism'] | py=ㄆㄌㄚㄍ-ㄇㄜ-ㄊㄧㄗㄣ | theme=philosophy | stage=3
 5010 | pragmatic                      | 務實的                            | 🔧        | chunks=['prag', 'mat', 'ic'] | py=ㄆㄌㄚㄍ-ㄇㄚ-ㄊㄧㄎ | theme=philosophy | stage=2
 5011 | absurdism                      | 荒謬主義                           | 🤯        | chunks=['ab', 'surd', 'ism'] | py=ㄚㄅ-ㄙㄜㄉ-ㄧㄗㄣ | theme=philosophy | stage=3
 5012 | absurd                         | 荒謬的                            | 🤯        | chunks=['ab', 'surd'] | py=ㄚㄅ-ㄙㄜㄉ | theme=philosophy | stage=2
 5013 | utilitarianism                 | 功利主義                           | ⚖️       | chunks=['u', 'til', 'i', 'tar', 'i', 'an', 'ism'] | py=ㄧㄨ-ㄊㄧ-ㄌㄜ-ㄊㄝ-ㄜ-ㄣ-ㄧㄗㄣ | theme=philosophy | stage=3
 5014 | utilitarian                    | 功利主義者                          | ⚖️       | chunks=['u', 'til', 'i', 'tar', 'i', 'an'] | py=ㄧㄨ-ㄊㄧ-ㄌㄜ-ㄊㄝ-ㄜ-ㄣ | theme=philosophy | stage=3
 5015 | relativism                     | 相對主義                           | 🔄        | chunks=['rel', 'a', 'tiv', 'ism'] | py=ㄌㄝ-ㄌㄜ-ㄊㄜ-ㄈㄧㄗㄣ | theme=philosophy | stage=3
 5016 | absolutism                     | 絕對主義                           | 💯        | chunks=['ab', 'so', 'lut', 'ism'] | py=ㄚㄅ-ㄙㄜ-ㄌㄨㄊ-ㄧㄗㄣ | theme=philosophy | stage=3
 5017 | determinism                    | 決定論                            | 🔗        | chunks=['de', 'ter', 'min', 'ism'] | py=ㄉㄧ-ㄊㄜ-ㄇㄜ-ㄋㄧㄗㄣ | theme=philosophy | stage=3
 5018 | freewill                       | 自由意志                           | 🕊️       | chunks=['free', 'will'] | py=ㄈㄌㄧ-ㄨㄧㄦ | theme=philosophy | stage=2
 5019 | fatalism                       | 宿命論                            | 🔮        | chunks=['fa', 'tal', 'ism'] | py=ㄈㄝ-ㄉㄦ-ㄧㄗㄣ | theme=philosophy | stage=3
 5020 | solipsism                      | 唯我論                            | 👤        | chunks=['sol', 'ip', 'sism'] | py=ㄙㄛ-ㄌㄧㄆ-ㄒㄧㄗㄣ | theme=philosophy | stage=3
 5021 | plato                          | 柏拉圖                            | 📚        | chunks=['pla', 'to'] | py=ㄆㄌㄝ-ㄊㄛ | theme=philosophy | stage=2
 5022 | aristotle                      | 亞里斯多德                          | 📚        | chunks=['ar', 'is', 'to', 'tle'] | py=ㄚ-ㄌㄜㄙ-ㄊㄚ-ㄉㄜ | theme=philosophy | stage=2
 5023 | socrates                       | 蘇格拉底                           | 📚        | chunks=['soc', 'ra', 'tes'] | py=ㄙㄚ-ㄎㄌㄜ-ㄊㄧㄗ | theme=philosophy | stage=2
 5024 | kant                           | 康德                             | 📚        | chunks=['k', 'ant'] | py=ㄎㄚㄣㄊ | theme=philosophy | stage=3
 5025 | hegel                          | 黑格爾                            | 📚        | chunks=['he', 'gel'] | py=ㄏㄝ-ㄍㄦ | theme=philosophy | stage=3
